name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user
HRTBRK #3,HRTBRK #3,Kaza,2019-05-03,172000,49,0.723,0.599,0.439,0.00243,0.139,-9.833,0.0383,74.987,0.437,4,7,0,spotify:track:0SPr59RmZAk6wNuWfUgruO,2019,2021,gamma
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,160000,82,0.65,0.709,0.548,1.59e-06,0.133,-8.493,0.353,83.995,0.543,4,10,1,spotify:track:1tkg4EHVoqnhR6iFEXb60y,2020,2021,gamma
Journal de bord,W.A.R,Roshi,2020-05-29,149146,48,0.291,0.776,0.512,0.0,0.0989,-9.086,0.366,129.97,0.171,4,4,0,spotify:track:7ATSdSIJfgcaIiJz0U7WCT,2020,2021,gamma
La fête est finie,La fête est finie,Orelsan,2017-10-20,183893,51,0.693,0.603,0.62,2.75e-05,0.0953,-7.974,0.0863,139.997,0.109,4,0,1,spotify:track:0b3dRQO5pgGtwSMufwmzAr,2017,2021,gamma
Enfant compliqué,Cité blanche,Larry,2020-01-31,152466,55,0.513,0.8,0.678,0.00136,0.124,-6.799,0.183,81.005,0.52,4,4,1,spotify:track:2WDPXXLSTnfKzHLVpyUFp5,2020,2021,gamma
Guns Are Drawn,The Tipping Point,The Roots,2004-07-13,315786,50,0.0598,0.933,0.642,7.44e-06,0.096,-4.012,0.167,97.123,0.701,4,0,1,spotify:track:76tWml55YabjLsNPRwUfEF,2004,2021,gamma
Say Something,Is There Anybody Out There?,A Great Big World,2014-01-20,233266,55,0.872,0.447,0.158,1.58e-06,0.0816,-7.571,0.036,140.942,0.142,3,2,1,spotify:track:2fPb58e6f8KxejYDCaARwS,2014,2021,gamma
Move in Silence,We Are Ten! The Birthday Presents,Various Artists,2017-10-18,452121,37,0.0588,0.82,0.627,0.000135,0.134,-8.52,0.282,84.995,0.748,4,7,0,spotify:track:6kClxBY07ZcYAlv3uDcjjQ,2017,2021,gamma
Ce monde est cruel,Ce monde est cruel,Vald,2019-10-10,184760,48,0.599,0.562,0.734,2.76e-05,0.0816,-5.349,0.0361,77.501,0.463,4,1,0,spotify:track:4sVqufkRucC6hzUBzxKmdd,2019,2021,gamma
Bâtiment,Mr Sal,Niska,2019-09-05,211013,61,0.293,0.663,0.702,0.0,0.0741,-6.793,0.136,168.118,0.645,4,8,1,spotify:track:7FF6HRsQlc0CtfAbLmrEGX,2019,2021,gamma
Distant,Les derniers salopards,Maes,2020-01-16,162013,64,0.545,0.786,0.732,0.0,0.0643,-6.254,0.176,105.031,0.447,4,4,0,spotify:track:1Sb7QJRawbARgpMqyYNMkT,2020,2021,gamma
Le plan,Etat d'esprit,S.Pri Noir,2020-04-17,261026,26,0.25,0.502,0.474,0.0,0.116,-11.259,0.388,72.481,0.427,4,10,0,spotify:track:4TxCxDzum2sMGbmFgRCfNg,2020,2021,gamma
Cinq heures du matin,Nuit,Jazzy Bazz,2018-09-07,229080,50,0.454,0.816,0.627,0.000329,0.0636,-11.09,0.365,145.031,0.36,4,0,0,spotify:track:03Fst3VTu65vDjTkTI2lkm,2018,2021,gamma
Ain't No Sunshine,Just As I Am,Bill Withers,1971-05-01,125093,85,0.457,0.527,0.415,1.72e-05,0.117,-11.451,0.122,78.169,0.515,4,4,0,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,1971,2021,gamma
Joli bébé,Joli bébé,Naza,2020-09-11,178311,59,0.576,0.694,0.632,1.21e-06,0.104,-7.203,0.128,155.01,0.243,4,1,0,spotify:track:6ARJHbYGKNatxHVghTkWWp,2020,2021,gamma
Pirelli,MVP,Mister V,2020-01-31,214653,56,0.329,0.836,0.752,0.0,0.174,-5.782,0.0612,103.001,0.655,4,10,0,spotify:track:7FZoYJcmCB22N0lAg52nZG,2020,2021,gamma
Train de vie (feat. PLK),Virus: avant l'album,Leto,2020-04-17,187146,58,0.314,0.739,0.585,0.0,0.0998,-7.605,0.195,143.849,0.708,4,1,1,spotify:track:2VXeQ7moo4zfT6EFO3Cwse,2020,2021,gamma
CLS,Vréalité,Kekra,2019-06-21,182880,37,0.54,0.68,0.512,0.00023,0.16,-10.468,0.318,77.545,0.502,4,6,0,spotify:track:1pa5vuKAzcD6IY0JTMFhYq,2019,2021,gamma
Gang,MVP,Mister V,2020-01-31,169706,52,0.0695,0.901,0.65,4.39e-05,0.0867,-6.766,0.16,120.022,0.458,4,10,1,spotify:track:10luKmtlbA2PO8tH3kurlJ,2020,2021,gamma
Siliconé,Mr Sal,Niska,2019-09-05,178853,56,0.0582,0.775,0.664,0.0,0.179,-5.286,0.307,76.999,0.6,4,2,0,spotify:track:4pmQt0EAXwy2SyXOJJ2bPU,2019,2021,gamma
La vie qu'on mène,Destin,Ninho,2019-03-22,193443,73,0.687,0.8,0.756,2.06e-06,0.111,-4.4,0.0367,113.204,0.456,3,7,0,spotify:track:0Jh6iWjna1wk5le0Ahn7No,2019,2021,gamma
Ken Kaneki,Les étoiles vagabondes : expansion,Nekfeu,2019-06-21,162960,65,0.552,0.697,0.633,0.0,0.128,-6.983,0.0793,139.074,0.716,4,7,1,spotify:track:08QXSGwwI8Qu4IQEV3AfM6,2019,2021,gamma
"Fire On Fire - From ""Watership Down""","Fire On Fire (From ""Watership Down"")",Sam Smith,2018-12-21,246735,67,0.476,0.584,0.407,0.0,0.18,-7.356,0.046,115.124,0.341,4,1,0,spotify:track:5rFj8OzffT0iggSjcBaeND,2018,2021,gamma
The Essence,Wamp 2 Dem,Giggs,2017-10-06,228494,58,0.167,0.62,0.599,0.0,0.142,-7.158,0.0944,80.074,0.219,4,1,0,spotify:track:2j36iWSMTg412fdTQx4WdI,2017,2021,gamma
Éternité,Nuit,Jazzy Bazz,2018-09-07,206920,59,0.579,0.815,0.462,0.0,0.11,-7.772,0.0505,133.005,0.529,4,10,0,spotify:track:3R5atTEAiKBu5t3tZ3D0Uz,2018,2021,gamma
I Get to Love You,I Get to Love You,Ruelle,2016-02-12,239362,66,0.924,0.335,0.251,0.0,0.111,-6.225,0.0317,153.298,0.0863,3,2,1,spotify:track:3CV4lFELdziNM1OnHU8nwz,2016,2021,gamma
Gisèle - Part 4,Tristesse Business : Saison 1,Luidji,2019-04-26,334447,61,0.754,0.644,0.312,5.77e-06,0.108,-13.999,0.0521,88.382,0.188,4,7,1,spotify:track:6ZAoS3dnU1Hha59H3Fxw6L,2019,2021,gamma
Lost Without You,Freya Ridings,Freya Ridings,2019-07-19,225853,71,0.932,0.386,0.136,0.0,0.0653,-9.267,0.0458,67.016,0.0976,3,6,1,spotify:track:3cWI6Hj9LQ0MfMuhw9uSMc,2019,2021,gamma
No Church In The Wild,Watch The Throne (Deluxe),JAY-Z,2011-08-08,272506,53,0.246,0.654,0.75,0.0178,0.167,-7.509,0.105,92.78,0.557,4,8,0,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,2011,2021,gamma
Le temps,19,MHD,2018-09-19,213494,37,0.438,0.781,0.687,5.27e-06,0.123,-5.564,0.0896,105.007,0.696,4,11,0,spotify:track:6wrJfHBRAz0Xl61SIs0kid,2018,2021,gamma
Je vous déteste tous,Sex In The City,Lorenzo,2020-04-16,140360,57,0.263,0.886,0.664,0.0,0.0978,-5.497,0.191,126.02,0.599,4,4,0,spotify:track:7gXKk9AN9WNlMNlNx1hD0y,2020,2021,gamma
Hallelujah,Grace,Jeff Buckley,1994,413826,72,0.931,0.324,0.136,0.00117,0.176,-10.33,0.0318,97.256,0.0831,3,0,1,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,1994,2021,gamma
Le monde est à mes pieds,Pleine Lune,Scylla,2018-10-12,213293,56,0.892,0.676,0.434,0.0,0.104,-8.571,0.0519,107.154,0.409,4,8,1,spotify:track:1p9kMVIwEfnTf3q8xnCRtL,2018,2021,gamma
ocean eyes,dont smile at me,Billie Eilish,2017-12-22,200379,84,0.816,0.511,0.363,0.0317,0.084,-7.65,0.041,144.892,0.169,4,4,0,spotify:track:7hDVYcQq6MxkdJGweuCtl9,2017,2021,gamma
Chanson d'amour,Chanson d'amour,Scylla,2021-03-19,239934,34,0.411,0.693,0.525,0.0,0.0793,-10.334,0.0934,114.202,0.294,4,9,0,spotify:track:1okVFPzVgpkCvhBzbeKJgk,2021,2021,gamma
SENTIMENTAL,QALF infinity,Damso,2021-04-28,206720,54,0.317,0.793,0.487,0.0398,0.0976,-9.082,0.114,98.974,0.395,4,8,0,spotify:track:1MVQxVSWoaAYX1iA3KiLLt,2021,2021,gamma
Sakura,Pleine Lune 2,Scylla,2019-10-25,261133,39,0.811,0.409,0.259,0.000106,0.133,-14.114,0.083,77.79,0.333,3,9,0,spotify:track:6V8wcH9mqn25Ub91ie5aNE,2019,2021,gamma
J'fais mes affaires,On s'promet,Djadja & Dinaz,2016-06-05,214615,68,0.251,0.522,0.481,0.0,0.143,-7.747,0.15,83.803,0.237,5,0,1,spotify:track:7gga4AEElumeu53PZPzLDh,2016,2021,gamma
Clandestina - Cocaina Remix,Clandestina (Cocaina Remix),FILV,2019-11-08,150106,71,0.204,0.715,0.614,3.86e-05,0.139,-9.218,0.262,104.827,0.277,4,8,0,spotify:track:5x5jtuR4qWJzC6cDTgysez,2019,2021,gamma
MD (feat. Niska),Vie d'artiste,4Keus,2020-09-23,210826,62,0.501,0.409,0.729,0.0,0.124,-5.253,0.401,75.412,0.595,4,4,0,spotify:track:4OUTQBwLBaTIUcgdI5PPt7,2020,2021,gamma
Fascinant,Fascinant,Jazzy Bazz,2021-04-13,144440,0,0.032,0.761,0.553,3.56e-05,0.132,-10.012,0.166,150.002,0.66,4,7,0,spotify:track:1Cq8X32FuvwgpAd3aFxCBn,2021,2021,gamma
Au fond d'ma tête,Enna,PLK,2020-08-28,164786,55,0.601,0.568,0.581,0.0,0.0962,-8.054,0.228,69.091,0.639,4,3,0,spotify:track:3V2KQy8tTU9AdHxs9FKCAc,2020,2021,gamma
Macaroni (feat. Ninho),100 visages,Leto,2020-08-28,223746,64,0.272,0.592,0.492,0.0,0.0785,-8.462,0.169,128.067,0.384,4,9,1,spotify:track:4Z9CNGHElj2rLkB8mQdvnA,2020,2021,gamma
ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,78,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,116.735,0.457,5,6,0,spotify:track:696DnlkuDOXcMAnKlTgXXK,2019,2021,gamma
Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,2,0.0528,0.65,0.736,0.0,0.235,-5.84,0.229,159.173,0.613,4,6,0,spotify:track:1pKeFVVUOPjFsOABub0OaV,2016,2021,gamma
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,85,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,0.198,4,4,1,spotify:track:43zdsphuZLzwA9k4DJhU0I,2019,2021,gamma
Street,Les derniers salopards,Maes,2020-01-16,184320,55,0.304,0.664,0.619,0.0,0.265,-7.631,0.05,147.932,0.483,4,7,0,spotify:track:7x3kHHEczVkeuuFkUKjUv7,2020,2021,gamma
Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Various Artists,2009-10-09,289560,55,0.971,0.329,0.277,0.024,0.0971,-13.111,0.0302,159.719,0.121,3,10,0,spotify:track:6IBZP4cjxLhiMbtLkFcBCO,2009,2021,gamma
Djomb - Bien ou quoi,Synkinisi,Bosh,2020-05-29,141893,59,0.172,0.945,0.676,0.00036,0.322,-6.6,0.207,123.109,0.631,4,1,1,spotify:track:0KBwGCY9RYD9t2zjeW4h48,2020,2021,gamma
Putain de salaire,"Freebase, Vol. 04",Kekra,2020-03-27,175760,48,0.186,0.755,0.733,7.89e-06,0.14,-5.01,0.043,122.046,0.386,4,5,0,spotify:track:1oIHWApwC79TRxOmuZHEif,2020,2021,gamma
Smile (feat. SCH),FAMOUS,Lefa,2020-07-10,211066,52,0.442,0.795,0.602,3.65e-05,0.188,-9.35,0.124,144.955,0.435,4,6,0,spotify:track:6OQdNlyLiYMmAJ9ZEdUmal,2020,2021,gamma
Carton rouge,Rien à branler,Lorenzo,2018-02-23,186773,54,0.178,0.859,0.869,4.98e-06,0.0989,-5.273,0.156,99.017,0.686,4,10,0,spotify:track:78vMRrfTVcpTceeSRlbBKN,2018,2021,gamma
Tu le C,Rien à branler,Lorenzo,2018-02-23,167946,56,0.0998,0.793,0.621,0.0,0.0981,-5.376,0.297,161.845,0.398,4,8,0,spotify:track:0js2ot9kRfw2VVQpeXK2Rt,2018,2021,gamma
Waow (feat. Nekfeu),Polak,PLK,2019-02-01,194933,54,0.215,0.77,0.745,0.0,0.0976,-8.001,0.143,119.942,0.319,4,1,1,spotify:track:2q4hIY1vUXteMtkaoNDh5n,2019,2021,gamma
Jealous,Jealous - EP,Labrinth,2014-11-23,287693,77,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,0.104,3,1,1,spotify:track:4G92yYrUs0cvY7G41YRI0z,2014,2021,gamma
Fuck mes rêves (feat. N.O.S),Sourou,S-Pion,2019-07-19,240133,43,0.594,0.741,0.701,0.0,0.0955,-5.618,0.147,104.032,0.0976,4,10,0,spotify:track:7MR5F1ZktuNG61TUj2OyW8,2019,2021,gamma
Au DD,Deux frères,PNL,2019-04-05,247161,67,0.293,0.777,0.698,2.32e-05,0.0908,-7.706,0.0704,119.963,0.119,4,6,0,spotify:track:5lCxlSBFyP5g4EhVypAoOu,2019,2021,gamma
Benji,Benji,Népal,2020-10-02,234418,41,0.605,0.76,0.505,7.04e-06,0.133,-11.748,0.138,86.018,0.287,4,3,0,spotify:track:22y01uOxom0ppPl3KWPuUM,2020,2021,gamma
Deux frères,Deux frères,PNL,2019-04-05,247459,71,0.143,0.794,0.659,0.00224,0.0944,-7.063,0.0498,112.019,0.308,4,7,0,spotify:track:6hzi3AGB39FjxFqcjgbWs7,2019,2021,gamma
All My Tears,Rarities,Ane Brun,2013-10-04,124853,60,0.975,0.635,0.17,4.6e-05,0.111,-10.831,0.0479,85.718,0.616,4,9,1,spotify:track:2UZ8C6abrCuhjelaK1MFz1,2013,2021,gamma
Autotune,Batterie faible,Damso,2016-07-08,293640,65,0.0284,0.68,0.482,0.0,0.352,-9.998,0.0909,120.077,0.173,4,0,1,spotify:track:1H7hJnHjlOgb2IOuBgy3Ec,2016,2021,gamma
lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,91,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,0.12,4,4,0,spotify:track:0u2P5u6lvoDfwTYjAADbn4,2018,2021,gamma
HOLIDAY,HOLIDAY,Lil Nas X,2020-11-13,154997,74,0.12,0.81,0.511,0.0,0.0832,-6.924,0.164,151.947,0.837,4,5,0,spotify:track:6zFMeegAMYQo0mt8rXtrli,2020,2021,gamma
Heal,Long Way Down (Deluxe),Tom Odell,2013-06-24,193080,76,0.952,0.445,0.179,0.00056,0.107,-12.938,0.0396,72.246,0.119,4,1,1,spotify:track:4KlL5Bwlm4yHYxr0B2rHci,2013,2021,gamma
Eurotrap,Agartha,Vald,2017-01-20,294746,44,0.362,0.685,0.701,0.0,0.239,-7.751,0.228,133.853,0.585,4,0,1,spotify:track:1VF1vLixWTgVjg3Wu5q434,2017,2021,gamma
Elévation,Elévation,Vladimir Cauchemar,2019-06-14,155727,51,0.078,0.689,0.929,0.0,0.32,-4.76,0.277,123.011,0.57,4,7,1,spotify:track:2U2N1Jky3VTWJkb5lRam16,2019,2021,gamma
Ridin',Trône,Booba,2017-12-01,211453,64,0.307,0.757,0.708,2.98e-05,0.112,-3.927,0.0443,138.991,0.5,4,0,1,spotify:track:6CRTGadOztkonI7EDxYNeP,2017,2021,gamma
Familiar Fire,Square Eyes,Yodelice,2013-01-01,309960,0,0.782,0.63,0.441,0.0489,0.101,-12.781,0.0258,99.973,0.268,4,8,1,spotify:track:3pk2bn30vjMycCxOwtZRu8,2013,2021,gamma
JAUNÉ,JAUNÉ,Booba,2020-05-11,215947,56,0.137,0.793,0.57,0.0,0.101,-8.852,0.15,140.003,0.655,4,1,1,spotify:track:4fW3EMRzAfj8aNMsF3zMwt,2020,2021,gamma
J'suis QLF,Dans la légende,PNL,2016-09-16,268346,53,0.131,0.734,0.425,1.71e-05,0.0726,-9.773,0.0635,114.969,0.235,4,0,1,spotify:track:4uwtmfHWMGxMuIESxrfIs1,2016,2021,gamma
Need Your Love,Face Your Fear,Curtis Harding,2017-10-27,177200,62,0.0491,0.713,0.8,7.96e-05,0.0921,-5.938,0.0349,139.942,0.814,4,7,0,spotify:track:3zYQ1KXzqBWRsxIqdVMoYF,2017,2021,gamma
Arc-en-ciel,Arc-en-ciel,Booba,2019-05-16,169846,54,0.799,0.583,0.418,0.0,0.109,-10.898,0.0451,129.915,0.357,4,5,0,spotify:track:07qHCBBSRswIsfs0waYdjC,2019,2021,gamma
Jamais,MVP,Mister V,2020-01-31,194066,61,0.474,0.643,0.643,0.0,0.102,-7.08,0.0905,149.956,0.81,4,6,0,spotify:track:4jB8td98pbRVvTqtQ7I3MI,2020,2021,gamma
everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,86,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,0.243,4,6,0,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,2019,2021,gamma
Bande organisée,Bande organisée,Kofs,2020-08-15,356346,71,0.117,0.901,0.939,0.0,0.0643,-2.762,0.274,142.948,0.805,4,6,1,spotify:track:205HNJ73cgpC0LAOnuQiWT,2020,2021,gamma
Jusqu'au dernier gramme,Dans la légende,PNL,2016-09-16,352626,55,0.542,0.762,0.6,0.0,0.0841,-7.585,0.0909,115.908,0.39,4,5,0,spotify:track:2ljxkzG9jKVFTslAbG2uqx,2016,2021,gamma
Suga Suga,2016 - 2018,Népal,2019-08-23,224893,61,0.274,0.818,0.386,0.0,0.138,-10.912,0.145,119.987,0.682,4,0,0,spotify:track:1kY2dTf9Tpa8QRHlAJeRYd,2019,2021,gamma
Rien d'spécial,2016 - 2018,Népal,2019-08-23,280000,59,0.306,0.625,0.63,0.0,0.0773,-8.985,0.431,110.96,0.121,4,9,1,spotify:track:1nhjvLsU8oIkbZLVPEfjK4,2019,2021,gamma
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-02-23,216408,76,0.075,0.696,0.817,0.0,0.187,-3.862,0.109,98.064,0.782,4,1,1,spotify:track:6kex4EBAj0WHXDKZMEJaaF,2017,2021,gamma
So Maness,Mistral,Soso Maness,2020-06-05,159400,57,0.0339,0.891,0.836,0.0,0.237,-4.663,0.143,122.034,0.315,4,10,0,spotify:track:5kQ5tKaEs3RHlaLqwjagly,2020,2021,gamma
Moulaga,Moulaga,Heuss L'enfoiré,2019-12-13,179868,75,0.327,0.71,0.699,4.64e-06,0.0975,-4.664,0.1,125.051,0.484,4,7,0,spotify:track:5BfCoUcWNXcpyJfjXRIeyC,2019,2021,gamma
3 en 1,Enna,PLK,2020-08-28,214280,45,0.313,0.548,0.591,0.0,0.213,-7.577,0.416,85.705,0.651,4,10,0,spotify:track:50EgrBo73WiBsnLcb7TtVL,2020,2021,gamma
Paris Is a Bitch,Nightbird,Biga*Ranx,2015-03-09,184087,0,0.0574,0.844,0.596,0.237,0.0706,-7.79,0.0365,139.973,0.839,4,4,0,spotify:track:1xxR5ly8hrMJ5fazJqv17e,2015,2021,gamma
Angela,Chaise pliante,Hatik,2019-08-30,236000,61,0.702,0.65,0.469,0.249,0.106,-8.676,0.184,191.853,0.378,4,2,0,spotify:track:6ab3CQvDlAVttThZucwGQ1,2019,2021,gamma
Scarface,Autopsie 0,Booba,2017-03-10,253586,66,0.465,0.65,0.731,0.0222,0.323,-6.753,0.0387,137.99,0.478,4,11,0,spotify:track:2lIBT5vhgGXKMUoCFeFJvZ,2017,2021,gamma
The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,89,0.969,0.544,0.369,0.279,0.639,-9.514,0.038,87.01,0.102,3,2,1,spotify:track:3hRV0jL3vUpRrcy398teAU,2015,2021,gamma
Le message,Sur les chemins du retour,Youssoupha,2009-10-12,313613,22,0.166,0.689,0.748,0.0,0.0768,-5.332,0.332,87.583,0.593,4,4,0,spotify:track:0ryCUTEfm6MF6jC3jZwT2H,2009,2021,gamma
