name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user
Родная пой,Родная пой,MiyaGi,2018-11-12,261568,60,0.311,0.531,0.594,0.0,0.111,-8.109,0.0335,119.932,0.28,4,4,0,spotify:track:6NjHYjO6GUQ2OuYgrrWCCu,2018,2020,gamma
MD (feat. Niska),Vie d'artiste,4Keus,2020-01-03,210826,0,0.501,0.409,0.729,0.0,0.124,-5.253,0.401,75.412,0.595,4,4,0,spotify:track:7HnZCmNXgva6N3kZiK0NTn,2020,2020,gamma
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,85,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,0.198,4,4,1,spotify:track:43zdsphuZLzwA9k4DJhU0I,2019,2020,gamma
Calumet,Ma ruche,Hornet La Frappe,2020-01-31,181280,49,0.353,0.785,0.573,0.0,0.112,-7.521,0.169,117.923,0.392,4,1,0,spotify:track:4hCHnvepjWmpP2kgYuEC7d,2020,2020,gamma
Au DD,Deux frères,PNL,2019-04-05,247161,67,0.293,0.777,0.698,2.32e-05,0.0908,-7.706,0.0704,119.963,0.119,4,6,0,spotify:track:5lCxlSBFyP5g4EhVypAoOu,2019,2020,gamma
Iles,Iles,Zed Yun Pavarotti,2020-04-03,188133,19,0.5,0.68,0.777,0.0,0.13,-7.172,0.108,154.984,0.55,4,6,0,spotify:track:2lv89qFVt1SVoAq6Pzx25d,2020,2020,gamma
I Found,5AM (Expanded Edition),Amber Run,2015-04-20,273000,77,0.862,0.567,0.303,0.00563,0.104,-12.481,0.0351,124.949,0.252,4,7,0,spotify:track:5zT5cMnMKoyruPj13TQXGx,2015,2020,gamma
Tombé pour elle (feat. Amel Bent),Aller Retour,La Fouine,2007-03-12,278640,52,0.369,0.676,0.754,0.0,0.134,-5.476,0.178,93.893,0.49,4,8,0,spotify:track:5DCxMQMmW3UFZUj1QtUvVc,2007,2020,gamma
Lune de fiel (feat. Marlo),"MZ Music, Vol. 3",MZ,2014-03-10,294573,60,0.00186,0.735,0.759,0.000641,0.0718,-6.993,0.0502,124.082,0.308,4,1,1,spotify:track:7o3X7RQnneoIOtzXTdS6Nz,2014,2020,gamma
Comme tu veux,La hass avant le bonheur,DTF,2016-03-18,181440,66,0.564,0.865,0.496,0.0,0.12,-7.999,0.147,124.946,0.714,4,9,0,spotify:track:4UjCYv4oSOFUZJXYQFHVqN,2016,2020,gamma
Djomb - Bien ou quoi,Synkinisi,Bosh,2020-05-29,141893,59,0.172,0.945,0.676,0.00036,0.322,-6.6,0.207,123.109,0.631,4,1,1,spotify:track:0KBwGCY9RYD9t2zjeW4h48,2020,2020,gamma
1ère fois,Nos vies,Imen Es,2020-02-16,175746,59,0.196,0.625,0.596,0.0,0.121,-8.431,0.189,78.175,0.78,4,6,0,spotify:track:1PA1LTNLAJrbJPWPxEFQvD,2020,2020,gamma
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,160000,82,0.65,0.709,0.548,1.59e-06,0.133,-8.493,0.353,83.995,0.543,4,10,1,spotify:track:1tkg4EHVoqnhR6iFEXb60y,2020,2020,gamma
Helsinki,Imany,Dinos,2018-04-27,293400,65,0.0647,0.601,0.778,8.22e-05,0.272,-8.173,0.172,110.736,0.561,5,10,0,spotify:track:5TRIzU7Oj0k9jm3OJIa5Gc,2018,2020,gamma
Jamais,MVP,Mister V,2020-01-31,194066,61,0.474,0.643,0.643,0.0,0.102,-7.08,0.0905,149.956,0.81,4,6,0,spotify:track:4jB8td98pbRVvTqtQ7I3MI,2020,2020,gamma
Le temps,19,MHD,2018-09-19,213494,37,0.438,0.781,0.687,5.27e-06,0.123,-5.564,0.0896,105.007,0.696,4,11,0,spotify:track:6wrJfHBRAz0Xl61SIs0kid,2018,2020,gamma
Macaroni (feat. Ninho),100 visages,Leto,2020-08-28,223746,64,0.272,0.592,0.492,0.0,0.0785,-8.462,0.169,128.067,0.384,4,9,1,spotify:track:4Z9CNGHElj2rLkB8mQdvnA,2020,2020,gamma
On avait dit,L'adresse,47ter,2019-10-25,219480,54,0.528,0.768,0.632,0.0,0.0957,-6.631,0.0492,120.018,0.785,4,10,0,spotify:track:1fcdOjdABHDVZhHquEsjCG,2019,2020,gamma
Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,78,0.855,0.507,0.204,0.0,0.143,-11.575,0.0504,77.765,0.343,4,0,1,spotify:track:1ugQtcwmKOXvKAYzhjncmv,2019,2020,gamma
À la fête,À la fête,UZI,2020-06-25,204179,58,0.391,0.885,0.689,0.0,0.129,-5.581,0.165,100.385,0.492,3,11,0,spotify:track:0qARyMVNjA6q1uxxO3nofB,2020,2020,gamma
Blanche,Les derniers salopards,Maes,2020-01-16,193453,63,0.525,0.776,0.713,0.0,0.306,-6.121,0.143,127.987,0.551,4,4,0,spotify:track:5GyyPRvEwdI4wJSUbzxHQv,2020,2020,gamma
Bitch (feat. Vald),FAME,Lefa,2019-10-18,235813,50,0.55,0.774,0.675,0.0,0.562,-7.9,0.343,149.821,0.584,4,8,0,spotify:track:4Bg5ufw4skMPjZl95Y7axO,2019,2020,gamma
Plus tard,Petits princes,47ter,2018-10-12,252000,46,0.674,0.816,0.541,0.0,0.109,-9.296,0.0441,108.017,0.129,4,0,1,spotify:track:2ChIhZUCscTtSt5wBgOhjT,2018,2020,gamma
Siliconé,Mr Sal,Niska,2019-09-05,178853,56,0.0582,0.775,0.664,0.0,0.179,-5.286,0.307,76.999,0.6,4,2,0,spotify:track:4pmQt0EAXwy2SyXOJJ2bPU,2019,2020,gamma
Inachevés,Comment c'est loin,Casseurs Flowters,2015-12-09,215786,57,0.279,0.607,0.862,0.0,0.138,-4.848,0.306,93.059,0.547,4,4,0,spotify:track:5p9kj8hbofB2EIzwYAqjlb,2015,2020,gamma
93% [Tijuana],93% [Tijuana],GLK,2019-11-22,222806,58,0.621,0.803,0.686,0.0,0.181,-5.222,0.0639,136.055,0.797,4,9,1,spotify:track:45mzuuUWaRRLwIDifDferf,2019,2020,gamma
Echo,Midnight Starlight,Jason Walker,2011-02-21,212640,55,0.664,0.403,0.45,7.57e-06,0.0946,-6.314,0.0297,147.694,0.116,3,8,1,spotify:track:7v5s7YFXrwzytRan0HtZGb,2011,2020,gamma
ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,78,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,116.735,0.457,5,6,0,spotify:track:696DnlkuDOXcMAnKlTgXXK,2019,2020,gamma
Clope sur la lune,Pleine Lune,Scylla,2018-10-12,361066,0,0.584,0.611,0.386,0.0,0.285,-10.722,0.328,81.863,0.677,4,7,0,spotify:track:0PBW3vJZitpOOZtMxHxH6X,2018,2020,gamma
Barking,Blockbuster,Ramz,2019-05-17,204826,69,0.181,0.534,0.563,0.0,0.0525,-7.845,0.312,102.999,0.291,4,7,0,spotify:track:2JbO1rep5Um3RAKB8szQrR,2019,2020,gamma
Bâtiment,Mr Sal,Niska,2019-09-05,211013,61,0.293,0.663,0.702,0.0,0.0741,-6.793,0.136,168.118,0.645,4,8,1,spotify:track:7FF6HRsQlc0CtfAbLmrEGX,2019,2020,gamma
Gang,MVP,Mister V,2020-01-31,169706,52,0.0695,0.901,0.65,4.39e-05,0.0867,-6.766,0.16,120.022,0.458,4,10,1,spotify:track:10luKmtlbA2PO8tH3kurlJ,2020,2020,gamma
Lettre à une femme,M.I.L.S 3,Ninho,2020-03-07,157766,67,0.835,0.487,0.398,0.0,0.12,-9.901,0.0697,149.367,0.905,4,1,0,spotify:track:5HEtuK03ygUzqca6yfgOYZ,2020,2020,gamma
Hold On,Hold On,Chord Overstreet,2017-02-03,198853,83,0.469,0.618,0.443,0.0,0.0829,-9.681,0.0526,119.949,0.167,4,2,1,spotify:track:5vjLSffimiIP26QG5WcN2K,2017,2020,gamma
Menu principal,TRINITY,Laylow,2020-02-28,31053,36,0.439,0.527,0.196,1.32e-06,0.646,-21.464,0.788,146.932,0.522,1,1,1,spotify:track:0SqBlkhb8S17JgckYgTEbH,2020,2020,gamma
Waves,A Place We Knew,Dean Lewis,2019-03-22,240013,77,0.183,0.518,0.729,0.0,0.0643,-7.193,0.0452,156.879,0.343,4,11,0,spotify:track:6w8pFOKn42O418qwcQElZ3,2019,2020,gamma
Nique la BAC,Sex In The City,Lorenzo,2019-08-23,147293,56,0.0374,0.952,0.891,0.0,0.0862,-5.719,0.337,116.054,0.701,4,5,0,spotify:track:4VzalpjiHHK5cKSgrZuNjg,2019,2020,gamma
Dybala,Les derniers salopards,Maes,2020-01-16,211226,65,0.256,0.729,0.721,0.0,0.111,-5.83,0.0761,132.304,0.537,4,10,0,spotify:track:4Nfak8iMF4kQfQ6Pa8Z79m,2020,2020,gamma
Et toi?,Masque de chair,Scylla,2017-03-31,269586,45,0.858,0.616,0.278,0.0,0.0718,-14.893,0.264,100.609,0.391,4,6,0,spotify:track:199I4kkmzv0rpZwIXRzz6n,2017,2020,gamma
Bang,Bang,47ter,2018-10-08,223760,10,0.679,0.869,0.648,0.0,0.0933,-7.037,0.106,132.985,0.406,4,8,1,spotify:track:4TeeNrT6FdTI44HRl0FVOR,2018,2020,gamma
HILLZ (feat. S.Pri Noir),TRINITY,Laylow,2020-02-28,175600,44,0.387,0.654,0.643,0.0,0.169,-5.861,0.287,140.13,0.718,4,1,0,spotify:track:6QUhbu5XXAdggkXbZrSpY4,2020,2020,gamma
A Drop in the Ocean,The Bedroom Demos,Ron Pope,2008-07-14,220239,71,0.785,0.447,0.393,0.0,0.28,-8.65,0.038,73.139,0.564,3,5,1,spotify:track:5JDcQAztvZTIkrWoZihgvC,2008,2020,gamma
Initialisation,TRINITY,Laylow,2020-02-28,31653,36,0.781,0.395,0.389,0.000985,0.295,-18.413,0.298,177.935,0.375,5,4,1,spotify:track:7AP6lshc9FDgIRUpLR25Hh,2020,2020,gamma
Eurotrap,Agartha,Vald,2017-01-20,294746,44,0.362,0.685,0.701,0.0,0.239,-7.751,0.228,133.853,0.585,4,0,1,spotify:track:1VF1vLixWTgVjg3Wu5q434,2017,2020,gamma
Maman dort,Etat d'esprit,S.Pri Noir,2020-04-17,205013,0,0.477,0.746,0.824,0.0,0.251,-6.84,0.0347,144.018,0.931,4,11,0,spotify:track:0FOOo8wbVSFQ7YI0ZF8iC7,2020,2020,gamma
everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,86,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,0.243,4,6,0,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,2019,2020,gamma
DEHORS DANS LA NIGHT,TRINITY,Laylow,2020-02-28,256093,55,0.341,0.465,0.48,0.000184,0.611,-8.469,0.244,149.9,0.476,4,10,0,spotify:track:1CP6EfhfdqF7qbRcvOvvWT,2020,2020,gamma
Loin de moi,Loin de moi,Naza,2019-09-25,143744,54,0.635,0.892,0.459,4.4e-05,0.062,-8.316,0.239,96.975,0.501,4,11,0,spotify:track:30kxl4FnaEFS2qZkec3Zak,2019,2020,gamma
POPOPOP,Popopop,Gambi,2019-10-04,155632,52,0.0486,0.833,0.652,0.000134,0.145,-6.194,0.308,130.002,0.413,4,0,0,spotify:track:18HNGxDOcshRU2Hdu8tMOM,2019,2020,gamma
Dans l'espace (feat. Heuss l'Enfoiré),Dans l'espace (feat. Heuss l'Enfoiré),Gambi,2020-01-17,169702,57,0.0286,0.916,0.57,1.96e-06,0.0851,-6.278,0.18,110.05,0.7,4,1,1,spotify:track:2KAkkba3PaYFegfmYpUITv,2020,2020,gamma
Distant,Les derniers salopards,Maes,2020-01-16,162013,64,0.545,0.786,0.732,0.0,0.0643,-6.254,0.176,105.031,0.447,4,4,0,spotify:track:1Sb7QJRawbARgpMqyYNMkT,2020,2020,gamma
I Get to Love You,I Get to Love You,Ruelle,2016-02-12,239362,66,0.924,0.335,0.251,0.0,0.111,-6.225,0.0317,153.298,0.0863,3,2,1,spotify:track:3CV4lFELdziNM1OnHU8nwz,2016,2020,gamma
Problèmes,Mental,PLK,2019-09-13,189346,67,0.377,0.674,0.558,0.0,0.16,-8.928,0.0499,86.731,0.592,4,11,0,spotify:track:6lZbLMHu98qpkOY0t3efUK,2019,2020,gamma
La terre est ronde,Le chant des sirènes,Orelsan,2011-09-26,219865,66,0.099,0.634,0.675,0.000314,0.362,-7.351,0.0926,82.183,0.633,4,7,0,spotify:track:3IM7zXywZ6sRTtkRjRLxJ8,2011,2020,gamma
Le message,Sur les chemins du retour,Youssoupha,2009-10-12,313613,22,0.166,0.689,0.748,0.0,0.0768,-5.332,0.332,87.583,0.593,4,4,0,spotify:track:0ryCUTEfm6MF6jC3jZwT2H,2009,2020,gamma
Ma belle,Ma belle,Moha La Squale,2019-08-05,158275,67,0.764,0.739,0.656,3.8e-06,0.0896,-5.516,0.0578,82.011,0.47,4,0,1,spotify:track:3Aq1SJ1hWlfazx8IIC6u1D,2019,2020,gamma
Côte Ouest,L'adresse,47ter,2019-10-25,232653,59,0.534,0.772,0.596,0.0,0.172,-7.962,0.102,152.057,0.603,4,8,1,spotify:track:4ZuuPLV4qYiznagLAFPHcW,2019,2020,gamma
Love$ick (feat. A$AP Rocky),Mura Masa,Mura Masa,2017-07-14,192160,75,0.147,0.625,0.763,0.0106,0.214,-4.997,0.129,88.753,0.721,4,8,0,spotify:track:3sTN90bIP2cJ1783ctHykO,2017,2020,gamma
Me Gusta,On ira où ?,DTF,2019-10-11,175269,72,0.413,0.834,0.734,4.01e-05,0.113,-5.948,0.341,89.989,0.356,4,6,0,spotify:track:6P3FBaZfUjeWYExU2ShaPZ,2019,2020,gamma
Say Something,Is There Anybody Out There?,A Great Big World,2014-01-20,233266,55,0.872,0.447,0.158,1.58e-06,0.0816,-7.571,0.036,140.942,0.142,3,2,1,spotify:track:2fPb58e6f8KxejYDCaARwS,2014,2020,gamma
MEGATRON,TRINITY,Laylow,2020-02-28,176146,50,0.0213,0.797,0.589,0.0226,0.144,-7.33,0.252,125.008,0.0857,4,2,1,spotify:track:4WhKaysNx0g4ETGz1jHQU3,2020,2020,gamma
Le monde est à mes pieds,Pleine Lune,Scylla,2018-10-12,213293,0,0.892,0.676,0.434,0.0,0.105,-8.571,0.052,107.139,0.408,4,8,1,spotify:track:2Y1H9Gf4FuFCzCr7ZPYVyl,2018,2020,gamma
PLUG (feat. Jok'air),TRINITY,Laylow,2020-02-28,204946,54,0.29,0.741,0.482,1.53e-05,0.123,-6.972,0.239,150.001,0.254,4,8,1,spotify:track:2mQueGQUc2r9rt9qYXv4nh,2020,2020,gamma
Moulaga,Moulaga,Heuss L'enfoiré,2019-12-13,179868,75,0.327,0.71,0.699,4.64e-06,0.0975,-4.664,0.1,125.051,0.484,4,7,0,spotify:track:5BfCoUcWNXcpyJfjXRIeyC,2019,2020,gamma
So Maness,So Maness,Soso Maness,2020-03-06,159906,41,0.0336,0.894,0.842,0.0,0.28,-4.549,0.135,122.013,0.304,4,0,0,spotify:track:7dwmTVQ6zSxowYtw2tFKww,2020,2020,gamma
La vie qu'on mène,Destin,Ninho,2019-03-22,193443,73,0.687,0.8,0.756,2.06e-06,0.111,-4.4,0.0367,113.204,0.456,3,7,0,spotify:track:0Jh6iWjna1wk5le0Ahn7No,2019,2020,gamma
Aristocrate,En esprit,Heuss L'enfoiré,2019-01-25,169733,64,0.268,0.935,0.613,3.1e-06,0.0956,-6.241,0.0662,116.943,0.626,4,1,0,spotify:track:7gNlaZaMIjRUfnAYd9Dvmt,2019,2020,gamma
Friday,Trône,Booba,2017-12-01,217146,54,0.697,0.773,0.769,1.25e-06,0.109,-3.116,0.0942,124.667,0.373,4,7,0,spotify:track:4ruXQncBxzZmUGSi270LGT,2017,2020,gamma
Arc-en-ciel,Arc-en-ciel,Booba,2019-05-16,169846,54,0.799,0.583,0.418,0.0,0.109,-10.898,0.0451,129.915,0.357,4,5,0,spotify:track:07qHCBBSRswIsfs0waYdjC,2019,2020,gamma
Personne,L'adresse,47ter,2019-10-25,219880,37,0.391,0.846,0.693,0.0,0.109,-6.316,0.117,124.01,0.764,4,7,1,spotify:track:1YXyvR33VBLtOCujmlO7M3,2019,2020,gamma
JCVD,Rien 100 Rien,Jul,2019-06-28,194266,64,0.479,0.847,0.83,2.54e-06,0.068,-5.873,0.034,130.05,0.895,4,7,0,spotify:track:10iesoGb4mCYTcur1QfdO9,2019,2020,gamma
2009,Swimming,Mac Miller,2018-08-03,347986,70,0.77,0.533,0.496,0.000164,0.0969,-9.363,0.517,155.158,0.173,4,6,0,spotify:track:6dFn6my1sHK2bcf23GlHwM,2018,2020,gamma
lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,91,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,0.12,4,4,0,spotify:track:0u2P5u6lvoDfwTYjAADbn4,2018,2020,gamma
Heal,Long Way Down (Deluxe),Tom Odell,2013-06-24,193080,76,0.952,0.445,0.179,0.00056,0.107,-12.938,0.0396,72.246,0.119,4,1,1,spotify:track:4KlL5Bwlm4yHYxr0B2rHci,2013,2020,gamma
"Fire On Fire - From ""Watership Down""","Fire On Fire (From ""Watership Down"")",Sam Smith,2018-12-21,246735,67,0.476,0.584,0.407,0.0,0.18,-7.356,0.046,115.124,0.341,4,1,0,spotify:track:5rFj8OzffT0iggSjcBaeND,2018,2020,gamma
Enfant compliqué,Cité blanche,Larry,2020-01-31,152466,55,0.513,0.8,0.678,0.00136,0.124,-6.799,0.183,81.005,0.52,4,4,1,spotify:track:2WDPXXLSTnfKzHLVpyUFp5,2020,2020,gamma
Street,Les derniers salopards,Maes,2020-01-16,184320,55,0.304,0.664,0.619,0.0,0.265,-7.631,0.05,147.932,0.483,4,7,0,spotify:track:7x3kHHEczVkeuuFkUKjUv7,2020,2020,gamma
Premier Love,Tony Parker,Tony Parker,2006-01-01,212346,39,0.185,0.584,0.675,0.0,0.148,-4.884,0.14,90.055,0.369,4,11,0,spotify:track:4GGOc2urRBawIxSMrIqGGn,2006,2020,gamma
Comme une évidence,Enfant de la ville,Grand Corps Malade,2008-03-31,229293,42,0.721,0.444,0.437,2.53e-05,0.109,-12.497,0.202,82.922,0.331,4,5,0,spotify:track:48mBntFuxYXmVJpF55MC6f,2008,2020,gamma
Angela,Chaise pliante,Hatik,2019-08-30,236000,61,0.702,0.65,0.469,0.249,0.106,-8.676,0.184,191.853,0.378,4,2,0,spotify:track:6ab3CQvDlAVttThZucwGQ1,2019,2020,gamma
JAUNÉ,JAUNÉ,Booba,2020-05-11,215947,56,0.137,0.793,0.57,0.0,0.101,-8.852,0.15,140.003,0.655,4,1,1,spotify:track:4fW3EMRzAfj8aNMsF3zMwt,2020,2020,gamma
