name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user
Riva (Restart The Game) - Krono Remix,Riva (Restart The Game) [The Remixes],Klingande,2015-07-10,240413,30,0.178,0.888,0.583,0.00217,0.11,-8.118,0.0514,123.887,0.698,4,5,1,spotify:track:5w4iSKaX6jxecDD8QSbK8j,2015,2017,gamma
Related Sources - Original Mix,XY Play,Shlomi Aber,2016-11-25,365924,1,0.198,0.816,0.422,0.704,0.111,-16.413,0.229,125.981,0.0389,4,6,0,spotify:track:34U1uNUrxgY26pvEEBryEx,2016,2017,gamma
The Sermon,No Redemption EP,Tchami,2018-04-04,249677,0,0.00627,0.8,0.82,0.862,0.0764,-5.808,0.0524,124.009,0.632,4,2,1,spotify:track:2xcbiKAv7KQZhQpAFJmucE,2018,2017,gamma
Purple Noise,Feuerfalter Special Edition,Boris Brejcha,2014-04-18,539520,49,0.00143,0.88,0.477,0.627,0.0922,-10.947,0.0732,125.017,0.209,4,0,1,spotify:track:6BA2JM59JObFjHNvLK2KOg,2014,2017,gamma
Glorious (feat. Skylar Grey),GEMINI,Macklemore,2017-09-22,220454,80,0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,0.356,4,0,0,spotify:track:0CokSRCu5hZgPxcZBaEzVE,2017,2017,gamma
Thrift Shop (feat. Wanz),The Heist (Deluxe Edition),Macklemore & Ryan Lewis,2012-10-09,235613,5,0.0619,0.781,0.526,0.0,0.0457,-6.985,0.293,94.992,0.662,4,6,0,spotify:track:3AYcyxEACnmE6d96RPubID,2012,2017,gamma
A coeur ouvert,L'Apogée,Sexion d'Assaut,2012-11-19,284973,36,0.208,0.488,0.759,0.0,0.227,-5.24,0.3,98.808,0.536,4,6,1,spotify:track:4fy4Hn3tOum09CvHwxdILi,2012,2017,gamma
The Sun - Klingande Remix Radio Edit,The Sun (Klingande Remix),Parov Stelar,2015-06-12,210375,59,0.0935,0.612,0.761,0.355,0.146,-6.783,0.307,124.928,0.46,4,11,0,spotify:track:5ahvjrjn7ymaeaWKFZrsca,2015,2017,gamma
Silence,Silence,Marshmello,2017-08-11,180822,84,0.256,0.52,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,0.286,4,4,1,spotify:track:7vGuf3Y35N4wmASOKLUVVU,2017,2017,gamma
2009,Swimming,Mac Miller,2018-08-03,347986,70,0.77,0.533,0.496,0.000164,0.0969,-9.363,0.517,155.158,0.173,4,6,0,spotify:track:6dFn6my1sHK2bcf23GlHwM,2018,2017,gamma
Codeine,Disc 1,Mandragora,2018-07-30,329125,59,0.0227,0.495,0.532,0.354,0.331,-8.846,0.0528,140.004,0.0514,4,1,0,spotify:track:1AQH4K1OX1KHbTt5ojMonp,2018,2017,gamma
Domino,Domino Remixes,Oxia,2017-02-24,435266,53,0.00291,0.785,0.69,0.907,0.203,-10.225,0.0698,128.879,0.215,4,3,0,spotify:track:6VGNzYErt08Rai78mLkIzI,2017,2017,gamma
Regulate,Regulate… G Funk Era,Warren G,1994-06-07,248866,77,0.304,0.849,0.521,1.65e-06,0.115,-12.999,0.216,95.265,0.763,4,11,0,spotify:track:7nYvUtkQMx1v80S2FH2s9J,1994,2017,gamma
Take It,Take It,Dom Dolla,2018-07-27,234440,64,0.0259,0.851,0.742,0.256,0.111,-6.126,0.0377,123.033,0.236,4,0,1,spotify:track:14fIlfcmFPlj4V2IazeJ25,2018,2017,gamma
Primo,Primo,Luigi Madonna,2013-12-30,468976,0,0.00043,0.74,0.692,0.91,0.0628,-8.295,0.0541,126.015,0.125,4,1,0,spotify:track:0YhWY3HHRanCASNtVfXsjh,2013,2017,gamma
No Money,The Aviary,Galantis,2017-09-15,191293,72,0.0282,0.674,0.915,0.00337,0.273,-3.999,0.0411,126.038,0.78,4,6,0,spotify:track:6M6Tk58pQvABy6ru66dY3d,2017,2017,gamma
Great Spirit,The Best Of Armin Only,Armin van Buuren,2017-05-13,215773,55,0.00609,0.591,0.911,0.0123,0.223,-7.975,0.0661,103.517,0.211,3,9,1,spotify:track:6FzjJPwf5JzzFOei7h6Qrp,2017,2017,gamma
Magnets,Caracal (Deluxe),Disclosure,2015-09-25,199245,0,0.0606,0.703,0.638,2.21e-06,0.1,-7.879,0.159,92.041,0.688,4,10,0,spotify:track:43Ei9NSyEjgFYXoKLISyz4,2015,2017,gamma
Bling Bling,Bling Bling,Malaa,2018-06-29,277073,24,0.000586,0.74,0.906,0.0482,0.077,-3.344,0.0455,123.039,0.242,4,5,1,spotify:track:09iPTmTnZeQoS36zetwSDz,2018,2017,gamma
Boost,Climax,Marco Faraone,2016-03-28,422330,0,0.00759,0.734,0.887,0.953,0.113,-7.807,0.0601,128.008,0.437,4,1,1,spotify:track:46Q9Dq7shVWKjBFyZShtNQ,2016,2017,gamma
Thrift Shop,Maximum Hit Music 2013-2,Various Artists,2013-01-01,235586,8,0.0668,0.778,0.534,0.0,0.0432,-6.716,0.305,95.02,0.68,4,6,0,spotify:track:7i1X1hAhUE6W789Fd7H1nG,2013,2017,gamma
It's Just (House of Dupree),Music for the Uninvited,Leon Vynehall,2014-03-24,525466,0,0.0212,0.77,0.711,0.0052,0.133,-9.19,0.308,121.444,0.394,4,1,1,spotify:track:6L6BWLhdE9DgpAltnwMqTt,2014,2017,gamma
Singularity,Powers of Ten,Stephan Bodzin,2015-06-12,421306,51,0.0479,0.752,0.486,0.877,0.0926,-12.53,0.0493,121.0,0.0379,4,10,0,spotify:track:0yuJtvXsapVOQfNDYxQ5mw,2015,2017,gamma
LEAVE ME ALONE,99.9%,KAYTRANADA,2016-05-06,277960,49,0.12,0.792,0.48,0.00147,0.518,-10.626,0.433,119.977,0.133,4,6,1,spotify:track:4yYJUgayu4jKB258dukWaF,2016,2017,gamma
Chapati,Chapati,UnderCover,2014-11-26,380285,0,0.0111,0.635,0.68,0.815,0.104,-8.729,0.112,145.053,0.235,4,2,1,spotify:track:3goaIWpGERAPglBJKC0D3J,2014,2017,gamma
Kamikaze,Kamikaze,MØ,2015-10-15,214240,57,0.0368,0.663,0.878,3.39e-06,0.328,-3.195,0.0646,158.035,0.704,4,1,0,spotify:track:6TjP1C3sGQH1jBfzUXfcMg,2015,2017,gamma
See You Again (feat. Charlie Puth),Nine Track Mind,Charlie Puth,2016-01-29,229525,61,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,0.283,4,10,1,spotify:track:66CFbqJScx6zRieGllITcs,2016,2017,gamma
Y.O.D.O,Y.O.D.O,Chris Lake,2018-07-13,264392,0,0.000283,0.813,0.658,0.895,0.0701,-7.632,0.0617,124.023,0.664,4,9,0,spotify:track:2Barn1WXNrxJVLmV2s2sD6,2018,2017,gamma
Baby (feat. Hollie Cook),Coffret Nova Tunes 2.1 - 3.0 (2010 - 2014),Nova Tunes,2015-11-20,209133,0,0.0606,0.63,0.714,0.00012,0.157,-7.229,0.0374,133.005,0.777,4,11,0,spotify:track:5eTJAlIc9WjMQIbqJAo1iz,2015,2017,gamma
HyperParadise - Flume Remix,Parallel Paradise,Hermitude,2012-06-08,268306,0,0.0453,0.603,0.827,0.619,0.0833,-7.372,0.0714,144.992,0.311,4,6,1,spotify:track:1LQiF6aZfnNgxerxWJRbxw,2012,2017,gamma
Deep Down Low,OWSLA Spring Compilation 2015,Various Artists,2015-03-17,184680,40,0.00419,0.792,0.906,0.586,0.061,-1.538,0.0592,126.016,0.471,4,1,1,spotify:track:6UlvONcL4jXM0pC0CPA48S,2015,2017,gamma
Love Siren,U Said U,Alan Fitzpatrick,2015-08-03,398240,0,9.84e-05,0.737,0.873,0.91,0.108,-6.327,0.04,125.994,0.238,4,7,1,spotify:track:3PfND1ABjvAAeK4pGMbzdK,2015,2017,gamma
Astral,Astral,Tale Of Us,2015-10-05,402627,47,0.00741,0.734,0.859,0.835,0.114,-12.001,0.0496,123.983,0.214,4,7,1,spotify:track:5noSkaAhiPUZZpKqgFWiLi,2015,2017,gamma
German,German,EO,2018-04-06,170825,64,0.811,0.862,0.583,1.86e-05,0.191,-6.26,0.0654,103.019,0.852,4,8,0,spotify:track:7cwLbWHs42c8JmrW9BJZos,2018,2017,gamma
Run Baby Run,Run Baby Run,Paul Ritch,2013-08-12,501059,3,0.000634,0.698,0.742,0.851,0.102,-8.047,0.0433,125.993,0.0863,4,7,1,spotify:track:1rd3bZL1cR7gETcEw27apY,2013,2017,gamma
Light It Up (Remix) [feat. Nyla & Fuse ODG],Light It Up (Remix) [feat. Nyla & Fuse ODG],Major Lazer,2015-11-06,166178,0,0.0351,0.748,0.879,0.000851,0.233,-3.775,0.061,107.987,0.749,4,9,0,spotify:track:2Uobrx66TChi5Iqs6sVMOD,2015,2017,gamma
Atlas - Adriatique Remix,Atlas (Remixes),Marc Romboy,2016-07-01,377738,48,0.00177,0.767,0.688,0.875,0.0644,-9.108,0.0496,124.002,0.036,4,6,0,spotify:track:1Ou1g6tCGdwp2SFnNyfZXw,2016,2017,gamma
Barking,Barking,Ramz,2017-12-01,202826,0,0.175,0.527,0.465,0.0,0.0661,-8.055,0.227,137.033,0.765,5,7,0,spotify:track:7amMgNDcObIDkIXv4xcvc2,2017,2017,gamma
Pixel,Modeselektion Vol. 02,Modeselektor proudly presents,2012-06-29,338546,0,0.00192,0.794,0.661,0.837,0.0521,-8.292,0.0877,132.009,0.8,4,0,1,spotify:track:7BZ1MdpplWrHR9Gvcj6DML,2012,2017,gamma
Changes,The Best of 2Pac,2Pac,2007-12-03,268960,65,0.0404,0.865,0.657,0.0,0.14,-6.722,0.076,111.115,0.316,4,7,1,spotify:track:00i2HU7TEzzftShjRrDSEF,2007,2017,gamma
I Got U,I Got U,Duke Dumont,2013-01-01,285596,0,0.00377,0.636,0.761,0.00784,0.0851,-7.752,0.035,120.837,0.463,4,9,0,spotify:track:3nVuy5V24D6XMGwEumXgaH,2013,2017,gamma
Light It Up (Remix) [feat. Nyla & Fuse ODG],Light It Up (Remix) [feat. Nyla & Fuse ODG],Major Lazer,2015-11-06,166178,0,0.0351,0.748,0.879,0.000851,0.233,-3.775,0.061,107.987,0.749,4,9,0,spotify:track:2Uobrx66TChi5Iqs6sVMOD,2015,2017,gamma
Leave Me Alone,Leave Me Alone,KAYTRANADA,2014-08-12,245955,0,0.113,0.786,0.387,0.00732,0.115,-12.732,0.332,120.041,0.236,4,1,1,spotify:track:0fAHY4PWSEbov0OHjj2Gek,2014,2017,gamma
Hold On,SBTRKT (Deluxe Version),SBTRKT,2011,206600,57,0.226,0.768,0.393,0.361,0.0923,-11.737,0.04,131.989,0.443,5,0,1,spotify:track:47GsUibP7RiUL7SQ7YFfhu,2011,2017,gamma
Free Tibet - Vini Vici Remix,Free Tibet (Vini Vici Remix),Hilight Tribe,2016-02-01,474782,0,0.0131,0.383,0.947,0.697,0.143,-5.93,0.0654,103.512,0.0741,3,1,1,spotify:track:1Ic75bJnvNE3zpE7qZg7aA,2016,2017,gamma
Solitary Daze,Solitary Daze,Maceo Plex,2014-12-29,463405,1,0.0127,0.69,0.739,0.905,0.0744,-11.513,0.059,125.007,0.384,4,3,0,spotify:track:5nbttXsM0PYqyASw0IQ1ux,2014,2017,gamma
Storm,Storm,UNLOGIX,2019-01-18,241475,0,0.0507,0.702,0.459,0.907,0.6,-6.8,0.0826,165.015,0.334,4,2,1,spotify:track:5duUAjcBpWdTQdjMmDmGb4,2019,2017,gamma
Temporary View,Wonder Where We Land,SBTRKT,2014-09-29,206147,0,0.548,0.706,0.707,0.000313,0.1,-5.212,0.0351,144.877,0.262,4,0,0,spotify:track:3l3EVW9PjLI4Mt8WLfeJwC,2014,2017,gamma
Control Your Body,Control Your Body,Cardopusher,2013-11-11,274172,0,0.00509,0.728,0.953,0.126,0.0717,-6.724,0.043,127.008,0.23,4,2,1,spotify:track:0GdyEcTQzpTATc9UXb8DnC,2013,2017,gamma
Royal T,Tons of Friends,Crookers,2010-01-01,318866,7,0.033,0.698,0.676,0.0,0.143,-5.358,0.164,127.89,0.292,4,7,1,spotify:track:1e1tk0e90SRFu7enI3ZxMA,2010,2017,gamma
Sleepless - Stephan Bodzin Remix,The Other Remixes,Pan-Pot,2015-12-25,540000,0,0.00022,0.742,0.662,0.811,0.0869,-8.149,0.0462,119.991,0.0845,4,2,1,spotify:track:50MkrUXSXsS1Q1bn95XQcm,2015,2017,gamma
Losing It,Losing It,FISHER,2018-07-13,248035,1,0.00182,0.76,0.964,0.7,0.0974,-5.844,0.0576,125.0,0.641,4,2,1,spotify:track:05LvE6ySn6hEcHdAJ7N19z,2018,2017,gamma
Anna Wintour,Anna Wintour,Azealia Banks,2018-04-06,273908,0,0.00281,0.684,0.901,0.00123,0.0232,-5.2,0.0843,121.988,0.485,4,7,1,spotify:track:0U0266U8qEvuhZnHIYZKwd,2018,2017,gamma
Get Get Down - Radio Edit,Get Get Down,Paul Johnson,2012-09-04,194300,0,0.000133,0.887,0.926,0.804,0.153,-7.453,0.0798,126.889,0.709,4,5,0,spotify:track:5o9DZHMGopB2DoSSMTNzQR,2012,2017,gamma
Wide Open - Len Faki Dj-Edit,Len Faki Dj-Edits Volume I,DJ Hyperactive,2012-07-16,435571,0,7.74e-05,0.886,0.616,0.885,0.0987,-7.105,0.0836,128.016,0.0949,4,7,1,spotify:track:6080hlBbZmuMCP0jnCOEn9,2012,2017,gamma
Ghetto Kraviz - Original Mix,Nina Kraviz,Nina Kraviz,2012-02-27,224800,47,0.00204,0.81,0.36,0.849,0.0892,-13.929,0.0684,120.004,0.0376,4,7,1,spotify:track:6pGs4VS6BV0WnooovrrxRj,2012,2017,gamma
No Money,The Aviary,Galantis,2017-09-15,191293,72,0.0282,0.674,0.915,0.00337,0.273,-3.999,0.0411,126.038,0.78,4,6,0,spotify:track:6M6Tk58pQvABy6ru66dY3d,2017,2017,gamma
North Star,North Star / Silent Space,Tale Of Us,2015-11-06,465323,39,0.00662,0.801,0.718,0.904,0.101,-12.903,0.0712,124.008,0.221,4,10,0,spotify:track:7HTTX1bAueqIsakTgH5len,2015,2017,gamma
Drone Logic,Drone Logic,Daniel Avery,2013-10-07,429453,43,0.131,0.648,0.712,0.843,0.287,-7.222,0.0333,114.027,0.104,4,9,1,spotify:track:7JRN5xOUIrnI4crUMOt6X4,2013,2017,gamma
Snakes,Snakes,Sikdope,2016-04-18,174375,49,0.0262,0.86,0.956,0.722,0.183,-1.611,0.0727,128.013,0.0794,4,11,1,spotify:track:7wC9cG5EgruIiQe6Xt6SFm,2016,2017,gamma
The Antidote,Stup Virus,Stupeflip,2017-03-03,198293,0,0.222,0.815,0.629,3.38e-06,0.18,-6.957,0.301,100.017,0.836,4,11,0,spotify:track:20o4BODGAs9sFJHC2O1y4x,2017,2017,gamma
Raw Cuts #3,"Raw Cuts, Vol.1",Motor City Drum Ensemble,2010-04-16,416346,0,0.0475,0.805,0.855,0.0158,0.0747,-6.636,0.108,116.967,0.154,4,7,1,spotify:track:4RnVaUB8Y4uUXulvW0xXmc,2010,2017,gamma
Call Me Mother,American,RuPaul,2017-03-24,201013,21,0.0156,0.859,0.828,0.000828,0.0205,-6.925,0.0529,124.023,0.36,4,6,0,spotify:track:5LCKQ7PXZRIKnBbABb7ed0,2017,2017,gamma
Move Mint - VIP,Vertebreaker (Remixes),Herobust,2018-01-17,217226,45,0.00272,0.527,0.983,0.564,0.192,-1.398,0.252,128.225,0.339,4,11,1,spotify:track:5RRpWmpLVnZPukWYaedmsa,2018,2017,gamma
212,Broke With Expensive Taste,Azealia Banks,2014-11-06,204879,0,0.0117,0.83,0.768,0.00017,0.0743,-5.564,0.264,125.972,0.631,4,11,0,spotify:track:4vk4WOyNox2MUod49fylnM,2014,2017,gamma
The Sermon,The Sermon,Malaa,2017-11-03,249677,0,0.00608,0.801,0.818,0.861,0.0761,-5.814,0.0539,124.006,0.662,4,2,1,spotify:track:69vtsdoRUdfhW7T932O4ab,2017,2017,gamma
Blah Blah Blah,Blah Blah Blah,Armin van Buuren,2018-05-18,183518,3,0.00897,0.612,0.963,0.00378,0.294,-3.912,0.0531,138.009,0.179,4,5,0,spotify:track:4JbmcPawCB84GH4DTrjqSK,2018,2017,gamma
It Just Won't Do - Radio Edit,It Just Won't Do,Tim Deluxe,2011-11-28,198000,60,0.00166,0.678,0.936,0.457,0.376,-4.876,0.0373,129.996,0.877,4,5,0,spotify:track:6Ss1QOGzn0iG8hrRRSGrr9,2011,2017,gamma
Solar Detroit,Solar Sampler,Maceo Plex,2015-08-14,536534,24,0.000214,0.715,0.733,0.863,0.0826,-9.522,0.0553,121.003,0.0242,4,8,1,spotify:track:5irjZfaPWlYVTnvbfIOUqE,2015,2017,gamma
