name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user
Grande Valse Brillante In F Major Opus 34 No. 3,World Famous Series: Chopin Waltzes,Rigutto Bruno,2004-01-01,136906,4,0.993,0.393,0.104,0.909,0.0846,-20.813,0.0386,78.459,0.306,4,5,1,spotify:track:09K378GF0YUjZ8GlfdV1X4,2004,2017,beta
Game of Thrones (Main Theme),"Cover Sessions, Vol. 2",Boyce Avenue,2016-05-23,146133,0,0.691,0.335,0.322,0.539,0.0875,-9.073,0.0425,161.528,0.326,3,5,0,spotify:track:2L3XO3sZ3UGoPf7gHm3Pul,2016,2017,beta
No Mother,Wolves,Rag'n'Bone Man,2014-10-24,222600,39,0.583,0.365,0.664,1.36e-05,0.348,-5.997,0.142,145.182,0.42,4,11,0,spotify:track:4ISa3eP5xA0WVyvF5LXUN3,2014,2017,beta
Say What You Want - BBC Session - Mary Anne Hobbs 7/5/97,The BBC Sessions (BBC Version),Texas,2007-01-01,231186,0,0.945,0.417,0.163,1.1e-06,0.0883,-12.103,0.0975,193.879,0.345,4,4,1,spotify:track:1D0WUaTeSTAQWBKEuMXNpn,2007,2017,beta
Mountains,Our Version Of Events (Deluxe Edition),Emeli Sandé,2013-01-01,250880,32,0.133,0.532,0.391,0.00577,0.13,-10.007,0.0256,94.0,0.301,4,1,0,spotify:track:22t2KoYniACfVadpIHPjeW,2013,2017,beta
Please Come Back To Me,Please Come Back To Me,Adam Naas,2017-04-21,244842,0,0.2,0.6,0.268,0.00436,0.0878,-10.66,0.035,140.983,0.158,4,6,0,spotify:track:7oBkewca5RvLELoJCxZNT4,2017,2017,beta
Temple,Temple,Parson James,2015-10-30,249573,34,0.343,0.568,0.644,0.0,0.0845,-6.666,0.0268,94.041,0.19,4,1,1,spotify:track:28ydQDIdJSKTJXM3YQph9r,2015,2017,beta
Remains (Bastille Vs. Rag’N’Bone Man Vs. Skunk Anansie),"VS. (Other People’s Heartache, Pt. III)",Bastille,2014-12-01,279247,0,0.134,0.307,0.421,0.0,0.112,-6.861,0.0376,73.397,0.172,3,9,0,spotify:track:0XDkORnqAgnWMtqKlouLWT,2014,2017,beta
Thinking out Loud,"Cover Sessions, Vol. 2",Boyce Avenue,2016-05-23,278640,0,0.705,0.703,0.326,0.0,0.168,-6.638,0.0272,79.898,0.629,4,1,1,spotify:track:1G8WfWqRhhFQ1AYuGG7zrV,2016,2017,beta
Reuben's Train,Wolves,Rag'n'Bone Man,2014-10-24,129306,39,0.897,0.337,0.399,0.0,0.314,-6.768,0.0271,76.568,0.32,1,9,0,spotify:track:48sVSYd3qF6M75WEVU04Hs,2014,2017,beta
That Look You Give That Guy,Hombre Lobo,Eels,2009-06-02,255346,0,0.592,0.777,0.512,0.0135,0.0962,-9.238,0.0266,94.417,0.5,4,5,1,spotify:track:1Bz9S9TweSbkFeXM5NdtOC,2009,2017,beta
Skin,Human (Deluxe),Rag'n'Bone Man,2017-02-10,239626,71,0.265,0.564,0.745,0.0,0.147,-7.733,0.31,170.661,0.351,4,0,1,spotify:track:6y2Kaz9QI01XBKJ8mTb7Pf,2017,2017,beta
Flying Home (Sully's Theme),Sully (Music From And Inspired By The Motion Picture),Clint Eastwood,2016-10-07,178560,0,0.958,0.481,0.0422,0.00383,0.159,-22.735,0.0447,124.926,0.252,1,9,1,spotify:track:5IGO8SXLgp8SGGaJmtaPfo,2016,2017,beta
Sunday Table,Splendor in the Grass,Pink Martini,2009,271453,0,0.87,0.437,0.313,0.00968,0.0935,-11.115,0.0377,131.258,0.327,4,7,1,spotify:track:2k65e8kL72khKWa46hzABT,2009,2017,beta
The Conversation,The Conversation,Texas,2013-05-20,164768,0,0.0165,0.641,0.818,0.0,0.0926,-6.23,0.096,98.037,0.658,4,11,0,spotify:track:47yA85FBBxYYziGtH1WlP2,2013,2017,beta
Guilty,Wolves,Rag'n'Bone Man,2014-10-24,213933,46,0.0815,0.605,0.747,0.00659,0.125,-4.881,0.045,93.967,0.404,4,11,0,spotify:track:4KSljblpjITY4IsjkKSqK4,2014,2017,beta
If You Love Somebody Set Them Free,The Sting Variations,The Tierney Sutton Band,2016-09-09,353268,2,0.788,0.467,0.204,0.236,0.1,-17.998,0.0396,179.74,0.193,4,8,1,spotify:track:2W7d00murW7uLzBPbNFlNu,2016,2017,beta
Say What You Want - Truth & Soul Session,TEXAS 25,Texas,2015-02-16,267009,0,0.29,0.491,0.781,0.0,0.143,-3.811,0.0377,92.24,0.752,4,4,1,spotify:track:3nI3eWYCSHYAVwEQfuJifQ,2015,2017,beta
Mystery Light,Mystery Light,Alice on the roof,2015-11-19,188853,18,0.262,0.721,0.515,0.00416,0.159,-9.993,0.0328,105.949,0.0485,4,4,0,spotify:track:28llnO39RSgzUm9haPiTUF,2015,2017,beta
Try Again - Jim Eno Sessions,Spotify Singles,Rag'n'Bone Man,2017-05-03,213162,36,0.0577,0.478,0.587,0.0,0.146,-6.797,0.195,81.121,0.356,4,4,0,spotify:track:7uHEDuhRWJQGSOWz9hlx9K,2017,2017,beta
White Tiger - Single Version,White Tiger,Izzy Bizu,2015-10-16,180066,60,0.222,0.772,0.582,8.78e-05,0.108,-5.14,0.0615,117.856,0.319,4,2,0,spotify:track:64I0PKLFEKlcvc7fEVUGq0,2015,2017,beta
Summer Son,The Hush,Texas,1999-01-01,244800,0,0.00198,0.586,0.914,0.00117,0.0969,-7.389,0.0349,127.147,0.908,4,5,0,spotify:track:2No8m5PPpazNUTuxbNYlVk,1999,2017,beta
Lovely Mess,Road Less Traveled,Boyce Avenue,2016-04-15,272688,21,0.798,0.301,0.263,0.0,0.159,-8.529,0.0302,137.168,0.278,4,9,1,spotify:track:6r9MfW94ymvK8myyka6xCj,2016,2017,beta
Innocent Man,Human (Deluxe),Rag'n'Bone Man,2017-02-10,186653,46,0.192,0.642,0.663,1.14e-06,0.16,-7.177,0.213,87.98,0.716,4,5,0,spotify:track:73fmLB2FHjg6BGWna9qpA0,2017,2017,beta
Amado Mio,Sympathique,Pink Martini,1999-04-20,288840,0,0.558,0.525,0.661,1.12e-06,0.369,-6.917,0.0331,129.717,0.661,4,9,0,spotify:track:2SiI8afYNlr5BBsQX4HRfG,1999,2017,beta
Rise,"Cover Sessions, Vol. 3",Boyce Avenue,2016-09-05,202167,0,0.929,0.531,0.177,0.0,0.0905,-11.282,0.0381,103.275,0.358,4,2,1,spotify:track:3UQtRrrDuJDDPMT8nIanLx,2016,2017,beta
Sinner Like You,Sinner Like You,Parson James,2015-07-17,232434,26,0.119,0.672,0.775,0.0,0.0688,-5.758,0.0409,105.019,0.765,4,0,0,spotify:track:3CFCWeaeVyRSVSg72RUpJx,2015,2017,beta
Aftergold - Edit,Aftergold,Big Wild,2016-07-29,229983,30,0.178,0.648,0.674,0.166,0.204,-8.32,0.0396,94.539,0.221,4,1,0,spotify:track:06Z4KrQAiE8hQBOdwBuG0j,2016,2017,beta
Pick Yourself Back Up Again (Instrumental),Road Less Traveled (Instrumental),Boyce Avenue,2017-01-23,184500,16,0.0359,0.759,0.955,0.905,0.168,-7.37,0.0594,95.001,0.553,4,8,1,spotify:track:3ZtLlw3OY5U9GCy7Btx3nv,2017,2017,beta
Human - Acoustic,Human (Remixes),Rag'n'Bone Man,2016-12-16,229773,53,0.738,0.634,0.269,0.0,0.123,-10.465,0.078,132.685,0.216,4,10,0,spotify:track:70fdF045x3n1ahv7MG6Z4H,2016,2017,beta
Start a Family,TEXAS 25,Texas,2015-02-16,211201,0,0.00965,0.456,0.733,0.00599,0.141,-5.388,0.0341,169.999,0.574,4,0,1,spotify:track:6feVmhnXhpdLudgBtaCSIy,2015,2017,beta
Where I Sleep,Our Version Of Events (Deluxe Edition),Emeli Sandé,2013-01-01,131440,27,0.788,0.567,0.725,0.0,0.0399,-6.687,0.235,149.424,0.728,4,0,1,spotify:track:2YGWxCy3yIld12OHCH1TiG,2013,2017,beta
Say What You Want,White On Blonde,Texas,1997-01-01,233866,0,0.2,0.633,0.841,0.0,0.396,-5.932,0.0702,95.888,0.803,4,4,1,spotify:track:4MIB4aXVS0M0KNVcbQlyOP,1997,2017,beta
Message in a Bottle,The Sting Variations,The Tierney Sutton Band,2016-09-09,265696,4,0.152,0.556,0.434,0.0017,0.0657,-13.594,0.0963,179.64,0.228,4,8,1,spotify:track:3WxeAg0M1aETWzqreanoyy,2016,2017,beta
Ella,Qhapaq Ñan,Gustavo Santaolalla,2016-01-08,98400,0,0.946,0.733,0.149,0.71,0.111,-15.292,0.0492,124.197,0.365,3,11,0,spotify:track:4fWdaI8XJGWFWtnzL2eTXD,2016,2017,beta
Imagine,Our Version Of Events (Deluxe Edition),Emeli Sandé,2013-01-01,188933,25,0.964,0.537,0.271,0.000108,0.0872,-9.213,0.041,149.782,0.379,4,5,1,spotify:track:66yRvcITRhs4p8lnZTVueL,2013,2017,beta
So Called Friend - Re-Recording,The Greatest Hits,Texas,2000-01-01,225106,0,0.0115,0.467,0.817,0.0,0.231,-6.326,0.0493,132.701,0.569,4,0,1,spotify:track:6NZ7gfbF9IYVlqpHz3TIbZ,2000,2017,beta
Skin - BBC Live Version,Skin (Remixes),Rag'n'Bone Man,2017-04-28,282906,41,0.933,0.577,0.263,0.0,0.0922,-10.64,0.0908,73.871,0.252,4,5,1,spotify:track:4UfV1Za63Xzn8cGk3CDavX,2017,2017,beta
So Fine,So Fine,GRANDGEORGE,2015-07-03,201530,0,0.242,0.659,0.794,0.0,0.194,-8.738,0.0369,96.995,0.563,4,9,1,spotify:track:6XXZZrRKzDGVazcrRj3FIH,2015,2017,beta
Hey Eugene!,A Retrospective,Pink Martini,2011-10-03,189186,0,0.472,0.72,0.57,6.23e-05,0.104,-7.304,0.0463,96.066,0.54,4,2,1,spotify:track:2OPU6vXFT4f9SmiNY2vRWz,2011,2017,beta
Inner Smile - Truth & Soul Session,TEXAS 25,Texas,2015-02-16,226946,0,0.00635,0.524,0.838,2.12e-06,0.109,-3.833,0.0349,100.758,0.693,4,0,1,spotify:track:1T5TogtiyGiYR4PDBsZkyL,2015,2017,beta
Driven to Tears,The Sting Variations,The Tierney Sutton Band,2016-09-09,346548,6,0.516,0.622,0.374,0.087,0.115,-13.507,0.0465,145.999,0.147,4,7,1,spotify:track:7K22BzpzwiEewFnCbhPrYO,2016,2017,beta
Cinderella,Road Less Traveled,Boyce Avenue,2016-04-15,202533,32,0.0479,0.44,0.732,0.0,0.115,-4.899,0.0637,90.539,0.326,4,10,1,spotify:track:2sBGzQ9K7VkbuLSflnmm6g,2016,2017,beta
Fading Away,Adam Naas,Adam Naas,2016-09-30,247053,0,0.427,0.685,0.475,7.34e-06,0.0664,-9.32,0.0316,100.094,0.253,4,5,1,spotify:track:6gDbpB6ChoIDELeROYUHII,2016,2017,beta
Maybe,Our Version Of Events (Special Edition),Emeli Sandé,2012-01-01,227266,24,0.292,0.33,0.473,2.61e-06,0.0945,-7.552,0.0363,78.944,0.252,4,5,1,spotify:track:3Kbpnt9Ins5JYRVUsRQ7uh,2012,2017,beta
Hemorrhage (In My Hands),"Influential Sessions, Vol. 2",Boyce Avenue,2016-09-07,232700,0,0.394,0.618,0.657,0.0,0.0814,-5.602,0.0347,152.001,0.399,4,1,1,spotify:track:0C9Cmw9KLsgF5m349rrRfe,2016,2017,beta
Across the Sky,Put That Soul on Me,Rag'n'Bone Man,2014-07-08,258000,26,0.00756,0.695,0.43,0.00714,0.125,-8.453,0.0849,106.573,0.149,4,9,0,spotify:track:6am3WqI1YKVHOL6J3LOoUe,2014,2017,beta
Ov Sirun Sirun,Je dis oui!,Pink Martini,2016-11-18,180133,0,0.972,0.387,0.239,0.000196,0.13,-13.455,0.0336,70.192,0.169,4,0,0,spotify:track:0I8x4LXUIRILG7vADn45dK,2016,2017,beta
The Book of Love - EP Version,The Book of Love,Gavin James,2016-04-22,193111,40,0.748,0.665,0.315,0.00538,0.102,-15.247,0.0273,104.953,0.163,4,0,1,spotify:track:4SlDGX71bTXfInhT9u68OS,2016,2017,beta
22,Bitter Pill,Gavin James,2015-01-01,220893,17,0.806,0.358,0.24,8.46e-06,0.12,-13.665,0.039,141.627,0.0638,4,11,1,spotify:track:0lWKcJGMvVuILViOt1HdVq,2015,2017,beta
Happiest Man on Earth - Radio Edit,"Dear Misfortune, Mother of Joy - EP",Broken Back,2015-08-06,183480,41,0.227,0.761,0.709,2.29e-06,0.289,-6.976,0.0547,119.997,0.777,4,8,0,spotify:track:6rQi85JWh2LcMLwc4SFZOp,2015,2017,beta
Sympathique,Sympathique,Pink Martini,1999-04-20,170880,0,0.714,0.624,0.399,0.0,0.0969,-9.824,0.049,129.826,0.715,4,5,1,spotify:track:1J8ajOAp9l5Sz6RhCgubDQ,1999,2017,beta
Joli garçon,Je dis oui!,Pink Martini,2016-11-18,196346,0,0.66,0.511,0.593,5.98e-06,0.0877,-6.129,0.0505,126.576,0.447,4,0,1,spotify:track:3u8k0qsYuz06lvTGGLClJg,2016,2017,beta
La ritournelle,La ritournelle - EP,Sébastien Tellier,2016-05-27,457693,29,0.00457,0.548,0.729,0.456,0.0876,-11.419,0.0321,102.855,0.545,4,0,0,spotify:track:357QqffxuoEAwTaSIZCeKN,2016,2017,beta
Put Your Arms Around Me,White On Blonde,Texas,1997-01-01,273266,0,0.0828,0.328,0.661,0.0734,0.0676,-8.165,0.0421,75.325,0.352,4,7,1,spotify:track:0nMsxZLISu1J5bTTbx2y9o,1997,2017,beta
Under Your Skin,Careful What You Wish For,Texas,2003-01-01,222733,0,0.0744,0.617,0.878,0.799,0.796,-3.147,0.0282,138.054,0.915,4,4,1,spotify:track:6d0XYl068zv3DoSdxiyF9L,2003,2017,beta
Mountains - Acoustic,Many of Horror,Biffy Clyro,2010-01-18,228093,26,0.844,0.565,0.395,0.00107,0.107,-9.482,0.0292,73.957,0.185,4,1,1,spotify:track:39hdAwtHnL2KqNLmuSMe0n,2010,2017,beta
Mountains,Folding Leaves,Message To Bears,2012,234000,10,0.64,0.569,0.572,0.56,0.0921,-11.363,0.0265,110.031,0.658,4,6,1,spotify:track:22v9ZVkWWAYjderL7ZWuuH,2012,2017,beta
The Butterfly Song,Je dis oui!,Pink Martini,2016-11-18,166186,0,0.887,0.603,0.254,1.51e-06,0.227,-11.387,0.0985,141.217,0.363,4,0,0,spotify:track:16HyKhBLCGiE0qV45fopQL,2016,2017,beta
For Everything,Jump on Board,Texas,2017-04-21,272146,0,0.0239,0.54,0.696,0.0058,0.126,-7.77,0.0364,82.003,0.539,4,7,1,spotify:track:1gI0IQFxLiok25O5bByUEw,2017,2017,beta
Entre Dos Aguas,Entre Dos Aguas,Paco de Lucía,1981-01-01,362093,0,0.845,0.45,0.634,0.872,0.0829,-14.734,0.036,103.048,0.907,4,4,0,spotify:track:7KKx4INB8LyGUeNXKiqQHK,1981,2017,beta
Dream a Little Dream,Dream a Little Dream,Pink Martini,2014-03-03,232666,0,0.966,0.607,0.162,0.0,0.0872,-13.465,0.0451,98.623,0.152,4,1,1,spotify:track:1nZUR9UQNEIsAOF8plzWmQ,2014,2017,beta
Queen of Hearts (Instrumental),Road Less Traveled (Instrumental),Boyce Avenue,2017-01-23,263940,16,0.166,0.631,0.464,0.791,0.116,-9.996,0.025,102.045,0.162,4,11,1,spotify:track:5tdWYHRAl3vsLGatLNqjiP,2017,2017,beta
Can't Control,Jump on Board,Texas,2017-04-21,223426,0,0.00149,0.687,0.694,0.0196,0.237,-6.84,0.03,107.017,0.377,4,5,1,spotify:track:62OSa8YS1QnZpQrQnKtsRO,2017,2017,beta
Adam & Eve,Adam & Eve,Izzy Bizu,2015-05-17,195346,14,0.017,0.632,0.855,1.38e-06,0.119,-3.45,0.0327,132.969,0.777,4,5,0,spotify:track:24URvCTsIMpBldZ3VGQgK2,2015,2017,beta
Losing My Religion,"Influential Sessions, Vol. 2",Boyce Avenue,2016-09-07,261687,0,0.667,0.65,0.505,0.0,0.219,-6.079,0.0264,125.513,0.661,4,9,0,spotify:track:6ZBNnV6xJe20afwXtdEZ2E,2016,2017,beta
Black Eyed Boy - Radio Edit,White On Blonde,Texas,1997-01-01,190066,0,0.0777,0.574,0.808,4.34e-05,0.742,-5.112,0.0389,119.659,0.686,4,8,0,spotify:track:5AyCNXtRTLztjTDQjdhYfX,1997,2017,beta
Clown,Our Version Of Events (Special Edition),Emeli Sandé,2012-01-01,221133,55,0.919,0.453,0.233,0.00139,0.109,-8.154,0.0356,129.618,0.229,4,7,1,spotify:track:7JogKto8cNNBqz3dZERgDh,2012,2017,beta
Go Slow,Adam Naas,Adam Naas,2016-09-30,252226,0,0.0267,0.685,0.378,0.000488,0.0687,-6.517,0.042,150.029,0.448,4,2,0,spotify:track:0IFJZy16myrwwVlv0QpQu5,2016,2017,beta
One Dance,"Cover Sessions, Vol. 3",Boyce Avenue,2016-09-05,158833,0,0.915,0.562,0.228,1.15e-06,0.18,-11.074,0.0333,97.542,0.599,4,6,1,spotify:track:0NrN3lIuu2qXK58maXYmdp,2016,2017,beta
"Da Blues (feat. Mista ""E"")","Da Blues (feat. Mista ""E"")",We Are I.V,2015-10-16,178320,23,0.0457,0.535,0.879,0.00126,0.168,-3.873,0.0549,121.874,0.552,4,11,0,spotify:track:3cZnIXpBjtJ8FsD3OuR1Dl,2015,2017,beta
The Book of Love,The Book of Love,Gavin James,2016-04-22,178213,10,0.713,0.514,0.0666,0.0,0.0965,-14.533,0.0396,109.339,0.282,4,0,1,spotify:track:6J3E7PYy52dE3D9ZEQ1A54,2016,2017,beta
Blind (feat. Emmi) - Radio Edit,Blind (feat. Emmi) [Radio Edit],Feder,2015-11-20,194000,48,0.0114,0.695,0.638,0.00532,0.111,-8.64,0.0395,119.986,0.446,4,11,0,spotify:track:0hQVAVsUCqQDcOwPTFKNxb,2015,2017,beta
Inner Smile,The Greatest Hits,Texas,2000-01-01,230640,0,0.0258,0.574,0.844,2e-06,0.113,-5.717,0.039,106.01,0.643,4,0,1,spotify:track:6X6ljHP0LlsdUILsGwfQ40,2000,2017,beta
7 Days,"Influential Sessions, Vol. 2",Boyce Avenue,2016-09-07,224182,0,0.615,0.673,0.631,0.0,0.0988,-7.91,0.0632,83.043,0.705,4,3,0,spotify:track:19KQAt6dd4x2GBdhrQmneX,2016,2017,beta
Daddy,Our Version Of Events (Special Edition),Emeli Sandé,2012-01-01,188453,32,0.373,0.619,0.744,0.0,0.104,-5.072,0.0472,114.919,0.362,4,1,1,spotify:track:2Wi4fV0hQZg9mx0H10bjip,2012,2017,beta
Future Is Promises - BBC Session - Richard Skinner 12/3/89,The BBC Sessions (BBC Version),Texas,2007-01-01,223653,0,0.846,0.532,0.426,0.0,0.214,-7.932,0.0279,104.406,0.389,4,0,1,spotify:track:1ZrgqbgZUbvy9W71aE8cd0,2007,2017,beta
Downtown,Adam Naas,Adam Naas,2016-09-30,220653,0,0.185,0.767,0.488,3.18e-06,0.34,-7.832,0.0396,93.98,0.255,4,4,0,spotify:track:1JE3yIKEwU3mxA4Sji5Yuc,2016,2017,beta
Rupture,Mesure seconde,Laurie Darmon,2016-03-04,148956,0,0.733,0.585,0.558,0.0,0.254,-8.964,0.201,85.005,0.761,4,7,0,spotify:track:4CXlehpVKTuYA7in2H9IlH,2016,2017,beta
Silver,Animal,Fakear,2016-06-03,212693,0,0.0395,0.757,0.545,0.0551,0.111,-8.136,0.0376,96.008,0.184,4,9,0,spotify:track:3BMcY4M9KsjoQk3FiNU7Er,2016,2017,beta
Beneath Your Beautiful (feat. Emeli Sandé),Electronic Earth (Expanded Edition),Labrinth,2012-04-02,271813,71,0.227,0.561,0.522,0.0,0.104,-5.857,0.0318,83.962,0.238,4,2,1,spotify:track:2EcsgXlxz99UMDSPg5T8RF,2012,2017,beta
Goodbye (feat. Lyse) - Radio Edit,Goodbye (feat. Lyse) [Radio Edit],Feder,2015-02-05,201938,58,0.173,0.832,0.876,0.737,0.162,-5.124,0.205,120.057,0.635,4,6,0,spotify:track:28LzmRnsiidhiBBUvdi6Aj,2015,2017,beta
Let's Work It Out,Jump on Board,Texas,2017-04-21,221746,0,0.00334,0.593,0.878,0.00407,0.0944,-7.267,0.0344,104.03,0.814,4,7,1,spotify:track:2yEWNsCERuhi7Cv4n2VRmh,2017,2017,beta
Halcyon Birds,"Dear Misfortune, Mother of Joy - EP",Broken Back,2015-08-06,273653,61,0.194,0.724,0.652,0.0119,0.256,-9.385,0.0363,120.004,0.723,4,6,1,spotify:track:1WC2ctyzNjpgkhF0dplias,2015,2017,beta
