name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
My Least Favorite Life - From The HBO Series True Detective,My Least Favorite Life (From The HBO Series True Detective),Lera Lynn,2015-06-23,209720,0,0.92,0.445,0.0575,1.05e-06,0.0988,-14.186,0.0446,118.326,0.066,3,2,0,spotify:track:5U0sGmzKRxwvpdFLbbeWxp,2015,2016,delta,C2405
Amen,Old Ideas,Leonard Cohen,2012-03-28,455426,33,0.734,0.622,0.205,0.00154,0.102,-15.868,0.0442,112.786,0.224,3,1,0,spotify:track:570g2MRjY7we1R48N2fzHr,2012,2016,delta,C2433
Une petite cantate - Live 2006,Une Nuit Au Châtelet,Raphaël,2007-03-02,222413,5,0.666,0.253,0.953,2.77e-05,0.979,-8.085,0.322,88.531,0.449,4,0,1,spotify:track:1XzdI3lNpupLA853FC6ti0,2007,2016,delta,C2450
Famous Blue Raincoat,Songs Of Love And Hate,Leonard Cohen,1971-03-19,310773,62,0.948,0.474,0.0404,0.000263,0.111,-22.208,0.0387,119.415,0.18,3,9,0,spotify:track:77K5TB5KZmDZCoJCdd1NvE,1971,2016,delta,C2499
Tuolumne,Music For The Motion Picture Into The Wild,Various Artists,2007,60306,0,0.893,0.37,0.281,0.975,0.118,-15.043,0.0334,107.817,0.324,4,0,1,spotify:track:6jA3bZCGJRWA8QtvVCs2iV,2007,2016,delta,C2531
Darkness,Old Ideas,Leonard Cohen,2012-03-28,269333,44,0.795,0.637,0.377,0.0281,0.0991,-13.973,0.0441,99.515,0.551,4,5,0,spotify:track:0J7o7SK5I9WTyl6u86pMHF,2012,2016,delta,C2541
"The Partisan - Live Oct 10, 2008; Hartwall Arena, Helsinki, Finland",Songs From The Road,Leonard Cohen,2010-09-10,318640,29,0.48,0.385,0.591,0.0279,0.958,-11.287,0.0361,93.032,0.351,4,5,0,spotify:track:3y0UPwhZVyAwGJVPEH4N0k,2010,2016,delta,C2681
The Swimming Song,Attempted Mustache,Loudon Wainwright III,1973,147466,56,0.408,0.604,0.585,0.0886,0.109,-11.288,0.0329,92.521,0.67,4,9,1,spotify:track:6scUEism6pBnY0IXYr8fw3,1973,2016,delta,C2709
Blown Away,Long Slow Distance,Sivert Høyem,2011-09-16,206986,0,0.963,0.369,0.0554,0.109,0.109,-18.457,0.0433,94.331,0.0629,4,0,0,spotify:track:3j5uOb3Wa91yQp4eyfva4a,2011,2016,delta,C2784
"Say It Ain't So, Joe",Say It Ain't So,Murray Head,1976,280000,47,0.613,0.55,0.456,0.000156,0.059,-7.856,0.0345,145.314,0.417,4,4,0,spotify:track:6vJZnE3jJWfxOIVONjntUO,1976,2016,delta,C2812
La Route de nuit - Live 2006,Résistance À La Nuit,Raphaël,2006-09-15,183053,5,0.675,0.301,0.279,6.43e-05,0.953,-11.618,0.0337,121.152,0.0877,4,4,0,spotify:track:2FxbRvVZIpDUFkEeaxtyjg,2006,2016,delta,C2824
Middle Of My Mind,The Pleasant Trees (Volume 2),Tom Rosenthal,2015-12-25,164721,0,0.963,0.607,0.198,0.00425,0.107,-14.271,0.038,76.702,0.381,4,2,1,spotify:track:7i1pYqURiICjq6e19JZt2k,2015,2016,delta,C2833
Ulysses and the Sea,Papooz,Papooz,2015-01-19,120165,0,0.913,0.882,0.161,0.0,0.128,-9.385,0.0458,106.105,0.698,4,8,0,spotify:track:0Pi2nwpi8jU8xz7pND8sQ0,2015,2016,delta,C2842
"So Long, Marianne",Songs Of Leonard Cohen,Leonard Cohen,1967-12-27,340560,59,0.701,0.543,0.395,4.24e-05,0.0961,-11.396,0.0267,94.872,0.231,3,9,1,spotify:track:14CsqOaDkOkrZ49UJLtuOJ,1967,2016,delta,C2932
"Inner City Blues - Recorded Live on the Streets of Paris, June 12, 2009","Record Store Day 7""",Rodríguez,2010-04-17,209253,28,0.522,0.558,0.586,1.32e-05,0.241,-6.033,0.0415,127.365,0.636,4,9,1,spotify:track:0BOkmm8Zko4IsllUZ7AHcy,2010,2016,delta,C2934
Get Back To The Country,Old Ways,Neil Young,1985-08-12,170640,0,0.223,0.679,0.547,0.000195,0.117,-10.986,0.0277,105.039,0.826,4,2,1,spotify:track:2VI9swm96JJ3JXX8rkpKcO,1985,2016,delta,C2937
Going Home,Old Ideas,Leonard Cohen,2012-03-28,231173,37,0.883,0.552,0.164,4.58e-05,0.131,-16.531,0.0636,116.463,0.236,3,2,1,spotify:track:4a1dvKHMBg9PQTJBZrMjKJ,2012,2016,delta,C2948
Dance Me to the End of Love - Live in Dublin,Live In Dublin,Leonard Cohen,2014-11-28,356642,36,0.746,0.508,0.371,0.00815,0.395,-15.107,0.0406,135.115,0.511,3,2,0,spotify:track:32huuYVvTKCxfKOoKNOn10,2014,2016,delta,C2954
Me and Bobby McGee,Pearl (Legacy Edition),Janis Joplin,1971-01-11,271333,72,0.303,0.43,0.463,5.84e-05,0.152,-10.96,0.0442,93.405,0.66,4,2,1,spotify:track:1IqFh00G2kvvMm8pRMpehA,1971,2016,delta,C2961
Thank You Lord,Life Is People,Bill Fay,2012-08-21,193973,0,0.666,0.578,0.29,0.691,0.102,-17.008,0.0298,108.023,0.364,4,8,0,spotify:track:63hMBvaSGYjx3Vn9d3FvCX,2012,2016,delta,C2965
Nevermind,Popular Problems,Leonard Cohen,2014-09-16,279933,49,0.621,0.835,0.428,0.0,0.13,-13.97,0.37,108.023,0.61,4,11,0,spotify:track:454DinyN4ouKpOrtEIIYQU,2014,2016,delta,C3019
Maybe You Are,The Reckoning,Asaf Avidan & the Mojos,2012-08-17,164760,0,0.872,0.747,0.275,0.0,0.107,-8.029,0.0338,108.912,0.165,4,3,1,spotify:track:42IQLXtvAnHzEVKPxylaL6,2012,2016,delta,C3062
Les gens qui doutent,Olympia 1986,Anne Sylvestre,2010-08-02,137600,4,0.789,0.474,0.24,0.0,0.7,-19.273,0.358,117.309,0.481,1,9,0,spotify:track:7fLeKB341D0a7rs8MV4n59,2010,2016,delta,C3082
Weak,The Reckoning,Asaf Avidan & the Mojos,2012-08-17,213693,0,0.424,0.618,0.244,0.0,0.196,-10.241,0.0375,94.608,0.269,3,4,0,spotify:track:3Z99AuSR5ZYNrhLjUIg55K,2012,2016,delta,C3163
Did I Ever Love You,Popular Problems,Leonard Cohen,2014-09-16,250520,47,0.546,0.551,0.497,0.0068,0.368,-11.876,0.0412,119.9,0.281,4,1,1,spotify:track:2QCaIZQkKrDLmpSIcfQsDS,2014,2016,delta,C3184
Far Behind,Music For The Motion Picture Into The Wild,Various Artists,2007-09-17,135320,0,0.184,0.466,0.857,1.05e-05,0.113,-5.363,0.0545,135.812,0.577,4,4,1,spotify:track:1NkGXupvRlVTqxZC0E3YNx,2007,2016,delta,C3207
Different Pulses,Different Pulses (Edition Deluxe),Asaf Avidan,2013-01-01,266946,23,0.319,0.635,0.53,0.0566,0.175,-5.992,0.0238,96.977,0.0932,4,3,1,spotify:track:2Bs2HbkizFCGVbkEtB3oES,2013,2016,delta,C3239
Je me Souviens,Ecoute S'Il Pleut (Deluxe Edition),Melissmell,2012-07-16,241213,8,0.452,0.487,0.381,0.0,0.152,-9.083,0.0328,84.435,0.128,3,2,0,spotify:track:1lhgC14geTLd2c4vrn4i65,2012,2016,delta,C3269
Elle est d'ailleurs,Le Meilleur De,Pierre Bachelet,1997-07-22,232973,38,0.745,0.387,0.328,0.0,0.129,-10.539,0.0315,73.898,0.355,4,1,1,spotify:track:17jqKcsnznw38YtAiGG3S5,1997,2016,delta,C3313
Cause,Searching For Sugar Man,Rodríguez,2012,328373,0,0.613,0.372,0.454,0.000717,0.124,-4.166,0.031,149.088,0.342,4,4,1,spotify:track:51VAe9ZwidLP0JDaL5p0cp,2012,2016,delta,C3341
Ne partons pas fâchés,caravane,Raphaël,2005-09-09,193000,60,0.112,0.61,0.82,0.0,0.0639,-5.766,0.0547,87.996,0.67,4,7,1,spotify:track:73O15OI7KZXrLdsjCbY9aq,2005,2016,delta,C3461
Far From Any Road,Singing Bones,The Handsome Family,2003,168226,0,0.234,0.706,0.552,0.0116,0.477,-10.028,0.0312,120.009,0.738,4,9,0,spotify:track:5cq7IxxCTwE1c58ckgELsc,2003,2016,delta,C3520
The Grain,Equinox,Black Oak,2016-05-13,209585,0,0.793,0.719,0.359,0.0413,0.124,-14.376,0.04,113.027,0.198,4,4,0,spotify:track:7DdBHlS2YFQAb4A537VgFL,2016,2016,delta,C3641
Scherazade,ON SONG,Peter Sarstedt,2006-01-01,257493,4,0.718,0.494,0.492,0.000129,0.063,-11.952,0.0296,86.499,0.427,4,4,1,spotify:track:4PNfe7Y0HO95kcdva3yq2O,2006,2016,delta,C3649
"Ah, vita bella !",La Tarantella: Antidotum Tarantulae,L'Arpeggiata,2002-01-01,186160,0,0.914,0.363,0.357,4.68e-06,0.0712,-17.383,0.152,80.01,0.279,4,2,0,spotify:track:2aCsoxl7R16xyxVRqGeec0,2002,2016,delta,C3662
Caravane,caravane,Raphaël,2005-09-09,206920,67,0.71,0.587,0.648,0.00106,0.0834,-9.181,0.0328,100.062,0.502,4,7,1,spotify:track:2UXjdnCvgGGIXLrAwCVVQT,2005,2016,delta,C3688
123HOPE,The Pleasant Trees (Volume 2),Tom Rosenthal,2015-12-25,153382,0,0.607,0.727,0.576,0.0,0.0912,-6.487,0.0583,130.091,0.736,4,1,1,spotify:track:5lShkMoOhjj0LZ0694IiD8,2015,2016,delta,C3693
"Night Comes On - Live at Mönchengladbach Show, 2012",Can't Forget: A Souvenir of the Grand Tour,Leonard Cohen,2015-05-08,355520,21,0.606,0.341,0.222,0.552,0.688,-16.588,0.0309,83.427,0.207,3,5,1,spotify:track:2cOiafJYCZse8cLu0fH1YO,2015,2016,delta,C3696
Sugar Man,Searching For Sugar Man,Rodríguez,2012,227893,0,0.746,0.479,0.591,0.0,0.634,-6.541,0.0416,98.121,0.477,4,5,1,spotify:track:52BUOdNI2TneBPq4EFOtAy,2012,2016,delta,C3775
Fodder On Her Wings,North Star Deserter,Vic Chesnutt,2007-08-27,192933,0,0.937,0.41,0.0988,0.159,0.108,-20.619,0.0373,113.91,0.217,4,0,0,spotify:track:7fq49zDJagbY1rhqPGxBoO,2007,2016,delta,C3784
Partir,150.900,Fauve,2016-04-01,50426,30,0.885,0.503,0.427,3.62e-06,0.583,-16.403,0.162,98.691,0.478,4,0,1,spotify:track:24k5uqme4fiz3JUL3Ml3Db,2016,2016,delta,C3798
Blowin' in the Wind,The Freewheelin' Bob Dylan,Bob Dylan,1963-05-27,165426,70,0.914,0.38,0.0993,2.32e-05,0.0605,-20.567,0.0509,174.874,0.44,4,2,1,spotify:track:18GiV1BaXzPVYpp9rmOg0E,1963,2016,delta,C3846
Like a Rolling Stone,Highway 61 Revisited,Bob Dylan,1965-08-30,369600,71,0.731,0.482,0.721,0.0,0.189,-6.839,0.0321,95.263,0.557,4,0,1,spotify:track:3AhXZa8sUQht0UEdBJgpGc,1965,2016,delta,C3853
Let's Talk About Me,Vulture Culture (Expanded Edition),The Alan Parsons Project,1984-12-01,268920,41,0.345,0.657,0.412,0.0,0.325,-10.877,0.044,143.107,0.516,4,0,0,spotify:track:23PayDM4dRdm1dvzGimKZ1,1984,2016,delta,C3870
