name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
Cocha Bamba,Bossa Muffin,Flavia Coelho,2011-11-07,228720,11,0.645,0.88,0.44,8.54e-06,0.342,-10.499,0.121,139.936,0.663,4,0,1,spotify:track:0hC9vLyBVI3hA7D7w99K89,2011,2018,delta,C516
Formidable,Formidable,La Bronze,2016-04-14,206632,32,0.436,0.576,0.402,6.65e-05,0.101,-8.595,0.0441,139.792,0.0684,4,7,0,spotify:track:6b6EZlsyiCpCBWj2ZCOnmX,2016,2018,delta,C535
Decency,Thin Walls,Balthazar,2015-03-30,239796,0,0.152,0.632,0.394,1.89e-05,0.0938,-7.876,0.029,80.01,0.266,4,4,0,spotify:track:5JluTzkpD4gHQ1wTRL5FcF,2015,2018,delta,C536
Wild Fire,Semper Femina,Laura Marling,2017-03-10,290742,0,0.549,0.554,0.451,0.000398,0.109,-11.054,0.0953,73.946,0.333,3,10,1,spotify:track:5ujJ6u1CVjV0N0XhQ4aymV,2017,2018,delta,C567
Tôt le matin,Rythmes et botanique,Gaël Faye,2017-04-14,224082,0,0.477,0.471,0.545,2.39e-06,0.0817,-7.084,0.277,149.808,0.393,4,10,0,spotify:track:4nvLzrVmgYprPttHDsuXL6,2017,2018,delta,C574
Grauer Beton - Lambert Rework,Grauer Beton (Lambert Rework),Lambert,30/11/2018,244171,0,0.789,0.693,0.497,0.937,0.0862,-12.918,0.0296,131.996,0.762,4,1,0,spotify:track:1KaIhcirtjBdEftZw4rp4o,2018,2018,delta,C575
Waiting Around To Die,Chinatown,The Be Good Tanyas,2003-03-11,313880,0,0.496,0.636,0.275,0.143,0.109,-20.085,0.0394,96.742,0.322,4,5,0,spotify:track:3ulipeC36lUvRzPETyFlm9,2003,2018,delta,C590
Hated Because of Great Qualities,Melody of Certain Damaged Lemons,Blonde Redhead,2000-06-06,282733,0,0.493,0.805,0.285,5.18e-05,0.12,-9.782,0.0421,120.746,0.288,4,6,1,spotify:track:6wOno8WLnLexBztwP4GL7Y,2000,2018,delta,C612
What He Wrote,I Speak Because I Can,Laura Marling,2010-01-01,247123,59,0.948,0.458,0.0987,0.00954,0.109,-16.021,0.0376,139.987,0.349,3,9,0,spotify:track:2CTOa3CEBts3p1NyTVLTXU,2010,2018,delta,C625
Save the Rhino,ON SONG,Peter Sarstedt,2006-01-01,139546,1,0.979,0.516,0.301,0.00255,0.139,-16.041,0.0553,93.957,0.505,4,9,0,spotify:track:5qddtAVrvPGIG7df6nZoYB,2006,2018,delta,C696
Improvisació 1 - Live,Live in Barcelona: Palau De La Música Catalana,Orfeó Català,2009-02-24,526293,32,0.936,0.49,0.0197,0.0176,0.908,-33.567,0.0966,194.837,0.289,3,11,0,spotify:track:7HXIa9qTUrfQCm3mjYDR0N,2009,2018,delta,C755
Witchwood,From The Witchwood,Strawbs,1971,203333,28,0.831,0.597,0.429,0.0106,0.0891,-9.367,0.0287,108.448,0.37,3,0,0,spotify:track:3yDx69c4TsSFmez3ABiT9r,1971,2018,delta,C782
Little Lion Man,Sigh No More,Mumford & Sons,2009-01-01,245173,0,0.0275,0.517,0.492,3.2e-05,0.0873,-8.051,0.0272,138.579,0.455,4,5,1,spotify:track:6b5rA9rthDbZDOQp9UbOgl,2009,2018,delta,C894
Road Movie,Songs for the Old Man,Yom,2015,350013,39,0.723,0.6,0.242,0.906,0.115,-11.411,0.029,130.757,0.0497,4,7,0,spotify:track:1Hx0If40w3tkkr6wRioqh9,2015,2018,delta,C918
Blown Away,Long Slow Distance,Sivert Høyem,2011-09-16,206986,0,0.963,0.369,0.0554,0.109,0.109,-18.457,0.0433,94.331,0.0629,4,0,0,spotify:track:3j5uOb3Wa91yQp4eyfva4a,2011,2018,delta,C992
Dream,Souldier,Jain,2018-08-24,185186,48,0.408,0.763,0.277,0.000285,0.118,-9.531,0.0369,117.166,0.324,4,11,0,spotify:track:4mJSno3haOxQkySIbSUUbf,2018,2018,delta,C1020
Janna,Luciole,I Muvrini,2017-09-22,257160,8,0.299,0.586,0.505,8.52e-05,0.13,-8.835,0.0267,94.817,0.526,4,5,1,spotify:track:4YezChMd7F3IBJSfEIaNJN,2017,2018,delta,C1023
Finally,Traces of You,Kristin Asbjørnsen,2018-03-16,192963,0,0.831,0.591,0.398,0.000164,0.102,-11.327,0.0331,132.693,0.785,4,9,0,spotify:track:2eXabhV4yXl9tiu1SZNoiA,2018,2018,delta,C1035
Lose,The night shines like the day,Kristin Asbjørnsen,2009-01-01,152853,3,0.981,0.352,0.0319,0.00159,0.0938,-19.466,0.0428,79.494,0.225,5,5,1,spotify:track:3YCROsnohU5z7DR08MTsRG,2009,2018,delta,C1051
All The Pretty Little Horses (Vocals - Nick Cave),Calling For Vanished Faces,Current 93,1999,188000,32,0.502,0.299,0.203,0.00191,0.101,-19.983,0.0463,203.957,0.0683,4,6,0,spotify:track:514dWOVKq8iHoW4FxVlICo,1999,2018,delta,C1076
Treaty,You Want It Darker,Leonard Cohen,2016-10-21,242333,46,0.824,0.368,0.18,0.00127,0.106,-17.869,0.0862,72.981,0.14,1,9,0,spotify:track:6SgVfpDBuqwuTicIPVHK8K,2016,2018,delta,C1159
Saving the World Is Easy,With Love,Yom,2010,234880,36,0.781,0.486,0.371,0.887,0.107,-8.294,0.0338,117.968,0.157,4,5,0,spotify:track:766ZibhmKrN4OwCWj9jCnM,2010,2018,delta,C1178
Little Parcels Of An Endless Time,Gold Shadow,Asaf Avidan,2014-01-01,205320,30,0.162,0.682,0.524,3.03e-05,0.129,-7.841,0.0621,122.075,0.392,4,7,0,spotify:track:3NTn8BOiIqTo4vY9p5wSTg,2014,2018,delta,C1401
Crucify Your Mind,Cold Fact,Rodríguez,1970-03-01,152346,0,0.203,0.496,0.549,0.0,0.091,-7.758,0.0901,86.293,0.65,4,9,1,spotify:track:11b2qOzCDDhe3HWmEWBGay,1970,2018,delta,C1499
La Complainte du Roi Renaud,Edith Piaf,Édith Piaf,2017-12-15,246626,19,0.963,0.332,0.329,0.0,0.0916,-8.249,0.0422,171.098,0.254,3,5,0,spotify:track:2C5lIYZ0XaGBRJaH5Wd5ve,2017,2018,delta,C1535
Three King Fishers,Bacchanal,Gábor Szabó,1968,288826,43,0.497,0.499,0.49,0.855,0.101,-11.609,0.0377,140.169,0.217,4,11,0,spotify:track:6w3bIc0BxTPGNHqyH4KNiY,1968,2018,delta,C1541
Love Land - Live,Love Land (Live),Delvon Lamarr Organ Trio,25/03/2022,209246,0,0.256,0.573,0.482,0.923,0.663,-12.335,0.0356,99.804,0.758,4,10,0,spotify:track:0HB3Whscsy9W0C1PFAinO9,2022,2018,delta,C1592
Beyond The Blue Horizon,Rain Man: Original Motion Picture Soundtrack,Various Artists,1989-01-01,224933,28,0.566,0.241,0.487,0.144,0.0683,-11.312,0.0322,151.81,0.386,4,10,1,spotify:track:5w0A5gWwZaIig9EMnFEY3q,1989,2018,delta,C1629
Me faire la belle,Bohemian Rap Story,Dooz Kawa,2016-05-20,213053,0,0.359,0.707,0.51,6.95e-05,0.281,-7.755,0.0493,89.967,0.621,4,2,0,spotify:track:7ApJUtE5CQNRsVFxz28Fez,2016,2018,delta,C1703
Bayou,Contes Cruels,Dooz Kawa,2017-11-10,159158,26,0.549,0.469,0.635,0.0,0.0925,-8.984,0.385,69.976,0.819,3,11,1,spotify:track:1Rm09UB8WQExoMYMfxhdeT,2017,2018,delta,C1745
Comfortably Numb,For All I Care (Exclusive Online Version),The Bad Plus,2008-01-01,403880,27,0.688,0.544,0.331,0.17,0.103,-13.218,0.0425,91.56,0.114,4,2,1,spotify:track:7s0v1gjiUFCbpGi9t9LVBN,2008,2018,delta,C1856
Armstrong,Les 50 Plus Belles Chansons,Claude Nougaro,2006-01-01,197586,0,0.714,0.622,0.284,0.0,0.205,-7.911,0.0339,106.031,0.323,4,2,0,spotify:track:1oosRj8J6E1PYjcLHiCuuL,2006,2018,delta,C1870
La lettre de Violette,Violette et François (Original Cinema Soundtrack),Philippe Sarde,1977,136128,5,0.958,0.336,0.0574,0.789,0.146,-22.836,0.044,50.943,0.211,4,9,0,spotify:track:1VfLa9hzvgVawMPQk8PVm8,1977,2018,delta,C1927
Le plat pays,Les Bourgeois (Vol.7),Jacques Brel,2004-01-01,161733,0,0.736,0.508,0.249,5.07e-05,0.102,-12.821,0.0598,113.916,0.198,5,11,1,spotify:track:3yMa50R5VnhPrkFeBlYSYp,2004,2018,delta,C1941
"Mallorca, Op. 202",Le voyage d'Albéniz,Isaac Albéniz,2014-11-10,439293,29,0.981,0.37,0.178,0.9,0.0922,-18.311,0.0755,77.824,0.165,5,2,0,spotify:track:0uYG1DwzJtNgqEG1FC0QgN,2014,2018,delta,C1982
Si la photo est bonne,Les 50 Plus Belles Chansons De Barbara,Barbara,2012-01-01,169546,28,0.869,0.638,0.171,0.0,0.121,-11.96,0.109,82.643,0.487,4,8,1,spotify:track:2FqXnGGhJsVXFI6pbePbd3,2012,2018,delta,C2020
One In A Million,Embodiment,Katerine Duska,2015-12-04,195924,0,0.388,0.638,0.496,0.0,0.111,-8.798,0.095,148.085,0.501,4,5,0,spotify:track:6HbwYHJd3atgulY4iYeVkU,2015,2018,delta,C2063
Cent fois,Des angles et des épines,Cabadzi,2014-10-13,225946,37,0.185,0.859,0.588,1.7e-05,0.0367,-9.092,0.159,126.06,0.777,4,2,1,spotify:track:0O4tuU5P1bXPy0x0ZbbWkq,2014,2018,delta,C2065
Story d'une souris triste,Message aux anges noirs,Dooz Kawa,2012-06-15,260101,0,0.0984,0.738,0.719,0.0,0.0621,-7.281,0.379,93.991,0.904,4,8,0,spotify:track:6U2HmD7XewScX2rxt7YByg,2012,2018,delta,C2086
Let Me Go Let Me Go Let Me Go,"Let Me Go, Let Me Go, Let Me Go",Jason Molina,2006-08-22,399933,0,0.728,0.674,0.144,0.295,0.0834,-13.911,0.0417,116.347,0.0621,4,0,1,spotify:track:39KOhhh83o7jp7We40NSsg,2006,2018,delta,C2197
Milk and Honey - 2001 Remaster,Jackson C. Frank (2001 Remastered Version),Jackson C. Frank,1965,217266,46,0.948,0.454,0.106,0.098,0.0997,-17.133,0.0286,106.619,0.318,4,4,0,spotify:track:5gNchicUY2EvUvZOE2eBzg,1965,2018,delta,C2223
Rain And Tears,Best Of,Aphrodite's Child,1990-01-01,191493,0,0.159,0.306,0.426,0.0,0.0867,-10.943,0.0297,73.22,0.326,4,2,0,spotify:track:3gE5067onHssnwibln70ef,1990,2018,delta,C2237
Never Even Thought - Remastered 2017,Say It Ain't So (Remastered 2017),Murray Head,1975,305026,38,0.627,0.612,0.512,0.00018,0.067,-11.358,0.0357,141.597,0.567,4,10,0,spotify:track:5aT8chiSiLs2aYrcx6ogkE,1975,2018,delta,C2254
Who Do You Think You Are?,Tête à tête,Murray Head,2007-03-05,230680,5,0.0574,0.723,0.771,0.00024,0.683,-4.804,0.0519,117.004,0.643,4,2,1,spotify:track:5BxQvsr6lCqMc1PRqUFrkx,2007,2018,delta,C2272
Haa yaa,Message aux anges noirs,Dooz Kawa,2012-06-15,138344,0,0.249,0.862,0.645,0.0,0.139,-6.224,0.354,96.072,0.907,4,2,1,spotify:track:6B7BymWmvJ7GiA11CRuHME,2012,2018,delta,C2496
A Hard Rain's A-Gonna Fall,A Hard Rain's A-Gonna Fall,Laura Marling,2017-12-21,235123,0,0.293,0.595,0.428,0.000126,0.109,-11.991,0.0463,132.985,0.2,4,8,1,spotify:track:4bVP0pq7lIhDQBXSkejNS4,2017,2018,delta,C2524
Balalaïka,Étoiles du sol,Dooz Kawa,2010-06-21,197680,0,0.319,0.588,0.808,0.00104,0.183,-6.611,0.361,159.723,0.535,4,5,0,spotify:track:3s6DaE1EO2OjbrA7e2BxJG,2010,2018,delta,C2525
Stationary Traveller,Stationary Traveller,Camel,1984-01-01,332693,0,0.729,0.352,0.203,0.242,0.0787,-15.95,0.0319,151.807,0.2,4,3,0,spotify:track:0CKry4UXyarsmk9maqEV30,1984,2018,delta,C2538
Dance Me to the End of Love,Various Positions,Leonard Cohen,1984-12-11,280626,64,0.269,0.588,0.38,8.36e-06,0.0741,-11.879,0.0251,132.885,0.502,4,7,0,spotify:track:3mFzIFFFmEXTQs6BDAK2ZZ,1984,2018,delta,C2590
Autopsy,Unhalfbricking,Fairport Convention,1969-07,260226,0,0.447,0.592,0.289,0.122,0.176,-13.58,0.0293,67.586,0.325,4,7,0,spotify:track:2NPG6eWu0rkSZCgZGSriAe,1969,2018,delta,C2656
Paris métèque,Rythmes et botanique,Gaël Faye,2017-04-14,210028,0,0.18,0.434,0.582,2.18e-05,0.109,-9.758,0.115,85.079,0.39,4,5,0,spotify:track:3yPZY33dyeItON0uK5lnw9,2017,2018,delta,C2672
"I Can't Forget - Live at Copenhagen Show, 2012",Can't Forget: A Souvenir of the Grand Tour,Leonard Cohen,2015-05-08,257920,23,0.0292,0.654,0.518,0.0267,0.991,-12.144,0.0316,115.03,0.509,4,6,1,spotify:track:1iiQGNfXljtGZWY8yz9epr,2015,2018,delta,C2715
Les insatisfaits,Les insatisfaits,Hollydays,2015,138556,0,0.674,0.71,0.27,0.00133,0.122,-13.092,0.0583,96.939,0.133,4,9,0,spotify:track:3baq2leifMKgrURrWD94e5,2015,2018,delta,C2716
Petit Pays,Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,2013,257240,0,0.842,0.576,0.68,0.0,0.162,-9.416,0.132,99.814,0.754,4,4,0,spotify:track:2CwUqDy6yhIb3ZDg6cIdhR,2013,2018,delta,C2718
Pili Pili Sur Un Croissant Au Beurre,Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,2013,341720,0,0.595,0.5,0.6,9.32e-05,0.0931,-9.439,0.115,100.104,0.506,4,6,0,spotify:track:6VVjg7I636pQSk5H2FKBot,2013,2018,delta,C2745
By,Des fleurs,Gaël Faye,2018-11-02,240053,38,0.151,0.714,0.746,0.0,0.0523,-3.847,0.112,91.038,0.298,4,9,0,spotify:track:2KCC1orAZxEGo04bkcdaVc,2018,2018,delta,C2801
Balade brésilienne,Balade brésilienne,Gaël Faye,2018-10-19,276840,0,0.337,0.834,0.7,0.000313,0.126,-5.808,0.107,149.995,0.699,4,11,0,spotify:track:433AKbYSnGhPS5c3PlsYrf,2018,2018,delta,C2916
Réunion - Live à l'Olympia / 1985,Olympia 1985,Claude Nougaro,2016-03-18,199087,4,0.833,0.501,0.243,0.0,0.955,-12.203,0.0446,131.287,0.243,4,5,1,spotify:track:6OwnbgyWgLV8JDDGSRE2hk,2016,2018,delta,C2918
Iko Iko,Rain Man: Original Motion Picture Soundtrack,Various Artists,1989-01-01,173933,0,0.365,0.705,0.934,0.732,0.575,-12.875,0.0464,104.214,0.708,4,1,1,spotify:track:3FBgNT3PC3R8q3lBnAQWvh,1989,2018,delta,C2924
"So Long, Marianne",Songs Of Leonard Cohen,Leonard Cohen,1967-12-27,340560,59,0.701,0.543,0.395,4.24e-05,0.0961,-11.396,0.0267,94.872,0.231,3,9,1,spotify:track:14CsqOaDkOkrZ49UJLtuOJ,1967,2018,delta,C2936
Brako,Bohemian Rap Story,Dooz Kawa,2016-05-20,259446,0,0.799,0.63,0.529,0.0,0.0722,-8.783,0.185,148.089,0.596,3,1,0,spotify:track:0eU1Un0VcP2YkKVzXZahce,2016,2018,delta,C3045
Night After Night,A Creature I Don't Know,Laura Marling,2011-09-12,308426,0,0.948,0.519,0.0347,0.00318,0.105,-21.723,0.0352,136.325,0.135,3,2,0,spotify:track:0weDhikrMpVo37ziX4WaYA,2011,2018,delta,C3075
L'Ennui Des Après-Midi Sans Fin,Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,2013,259720,0,0.902,0.499,0.238,0.00114,0.0907,-19.954,0.0655,122.055,0.342,4,11,0,spotify:track:1OGo8LYoBytwMKUCy5tgEn,2013,2018,delta,C3099
Gioie Di U Mondu - Live 2011 Version,Live Olympia 2011,I Muvrini,2011-07-25,102453,8,0.0526,0.467,0.426,4.33e-06,0.416,-13.802,0.17,92.59,0.423,4,0,1,spotify:track:20XmXdFoXLiZZjdMboZl1A,2011,2018,delta,C3103
Out To Sea,The Avenues,Lera Lynn,2014-11-17,351920,0,0.311,0.603,0.458,0.417,0.284,-10.548,0.0255,106.327,0.358,4,1,1,spotify:track:4aGjIGrWfAu8pARjc9JRwf,2014,2018,delta,C3134
You Want It Darker,You Want It Darker,Leonard Cohen,2016-10-21,284373,63,0.613,0.674,0.327,0.199,0.0756,-16.986,0.0574,108.995,0.494,4,4,0,spotify:track:5zb7npjQqoJ7Kcpq4yD9qn,2016,2018,delta,C3170
Over My Head,Gold Shadow,Asaf Avidan,2014-01-01,156986,50,0.308,0.685,0.609,4.17e-06,0.298,-7.4,0.0248,96.022,0.546,3,7,1,spotify:track:0WTKvY2Ku7fwAPeQydmkqR,2014,2018,delta,C3193
Ton plus beau jour n'est pas encore venu,Luciole,I Muvrini,2017-09-22,264013,14,0.283,0.445,0.797,0.000288,0.291,-6.399,0.0395,169.767,0.598,4,8,1,spotify:track:0rLdJnIpwFKbWyxwiUWWD3,2017,2018,delta,C3222
Beaulieue,Cure,Eddy de Pretto,2018-03-02,246333,34,0.206,0.63,0.503,0.0,0.111,-7.914,0.0668,102.156,0.134,4,1,0,spotify:track:3mFjAH3iujwRscb7iurDMl,2018,2018,delta,C3243
"Lover, Lover, Lover - Live Sept 24, 2009; Ramat Gan Stadium, Tel Aviv, Israel",Songs From The Road,Leonard Cohen,2010-09-10,463840,32,0.735,0.549,0.583,0.00734,0.911,-10.85,0.0403,82.954,0.54,4,10,0,spotify:track:6p1ba90LpQ0tYzfhJTRtjE,2010,2018,delta,C3273
Dinosaures,Des fleurs,Gaël Faye,2018-11-02,260693,34,0.509,0.503,0.814,2.58e-06,0.255,-6.043,0.14,159.991,0.206,4,4,0,spotify:track:7pdah59ZQxg0YsNI9h2e07,2018,2018,delta,C3302
The Days,Lupercalia,Patrick Wolf,2011-01-01,293320,38,0.152,0.47,0.475,0.0535,0.0943,-9.167,0.0292,127.035,0.0597,3,0,1,spotify:track:0QcDrehXMQ02rAu1gefefF,2011,2018,delta,C3324
Oui,Cabadzi x Blier,Cabadzi,2017-09-22,224897,16,0.019,0.816,0.789,0.0,0.0765,-6.786,0.152,110.014,0.693,4,1,1,spotify:track:5NPMi2AaXXHfQrKXlmovJZ,2017,2018,delta,C3325
To The Bone,Serpentine,Okou,2009-01-01,167320,40,0.762,0.582,0.558,0.0789,0.341,-8.686,0.0491,170.023,0.526,4,6,0,spotify:track:1JH4pcmzo0BcC8enZkGysp,2009,2018,delta,C3357
Lailakomo,Largue la peau,Sages comme des sauvages,2015-09-18,271248,37,0.915,0.651,0.457,0.183,0.1,-13.009,0.028,110.752,0.575,4,2,0,spotify:track:0qYaEDGqEvXud9O3rf6hHV,2015,2018,delta,C3521
Comin' Back to Me,Surrealistic Pillow,Jefferson Airplane,1967,315040,47,0.885,0.363,0.113,0.118,0.112,-23.87,0.0396,166.721,0.0398,3,7,1,spotify:track:0TBntp6t4oS6UXjxikO5n7,1967,2018,delta,C3557
Stranger in Paradise,Reminisce,Classique,2017-09-08,310682,0,0.869,0.178,0.329,0.00231,0.132,-11.778,0.0386,63.073,0.0497,3,7,1,spotify:track:5P4JYyYHHws35BOpQxiEz2,2017,2018,delta,C3572
Hotel Room - 2004 Remaster,Edgar Broughton Band,Edgar Broughton Band,2004-08-09,245173,29,0.032,0.402,0.6,0.00162,0.105,-10.007,0.0272,74.366,0.553,4,10,1,spotify:track:0q39j0HNDc2xWzvoQaVxkS,2004,2018,delta,C3576
Cumbia Sobre el Mar,Dog With a Rope (Quantic Presenta Flowering Inferno),Quantic,2010-07-19,377293,60,0.0732,0.615,0.601,0.427,0.102,-8.147,0.0584,84.614,0.662,4,0,1,spotify:track:61muv9lHtgN18qbm9oK9pH,2010,2018,delta,C3581
Junk Funk - Live,R3UNION LIVE,Uzeb,01/04/2019,457177,2,0.634,0.696,0.451,0.876,0.701,-12.351,0.0616,139.964,0.399,4,7,0,spotify:track:6eAkS6wVSFFrAsV5BfTErR,2019,2018,delta,C3623
Féroces intimes,Des angles et des épines (Réédition),Cabadzi,2015-11-27,234920,4,0.268,0.569,0.757,5.02e-05,0.0829,-10.053,0.213,100.12,0.0392,4,11,0,spotify:track:0gODKypDsxBUs0hge9zMIy,2015,2018,delta,C3628
Without Her,Pandemonium Shadow Show,Harry Nilsson,1967,138173,0,0.884,0.318,0.177,0.837,0.248,-17.85,0.0571,162.387,0.356,3,2,1,spotify:track:7vfEfIDE1C3p2HoNazPcCe,1967,2018,delta,C3650
Elle est d'ailleurs,Chanteur du nord,Pierre Bachelet,2018-05-18,238040,21,0.646,0.389,0.455,0.0,0.0675,-6.884,0.027,72.51,0.328,4,10,0,spotify:track:3lCoJQyRRdCD5QysDZIqR5,2018,2018,delta,C3660
Heavenly Shower,Look To Your Own Heart,Lisa Ekdahl,2014-10-27,207720,32,0.893,0.431,0.373,0.201,0.215,-9.301,0.0338,121.686,0.487,3,10,0,spotify:track:2GAVI4dLjAapIyJekbZb2L,2014,2018,delta,C3671
The Thrill Is Gone,The Thrill Is Gone,Camélia Jordana,2016-04-08,290426,40,0.954,0.274,0.221,0.0373,0.121,-11.729,0.0348,171.915,0.0963,4,0,0,spotify:track:7GO1kqu9lTUWh5gkJbC2y0,2016,2018,delta,C3691
"Fuck the Government, I Love You",Public Library,The Burning Hell,2016-04-01,256894,0,0.938,0.49,0.246,7.44e-05,0.099,-11.815,0.0577,173.71,0.274,3,9,0,spotify:track:16QpGUa8b3W5rlvIYPofVS,2016,2018,delta,C3700
Sympathy,Sympathy,Rare Bird,1970-01-01,167573,47,0.822,0.595,0.0916,0.0,0.637,-15.629,0.0411,134.588,0.404,4,9,0,spotify:track:1Yz4f8rXtp24nC5ODB2hbf,1970,2018,delta,C3712
Irruption,Rythmes et botanique,Gaël Faye,2017-04-14,259658,0,0.0623,0.453,0.685,4.96e-05,0.105,-8.403,0.185,83.872,0.27,4,6,0,spotify:track:1YkTwF8v8tTj44vK52q7LB,2017,2018,delta,C3734
A l'aube,Feu! Chatterton - EP,Feu! Chatterton,2014-09-08,284120,42,0.0214,0.571,0.591,0.000108,0.0733,-6.799,0.0334,125.932,0.426,4,5,1,spotify:track:77Whq0zG4OqyKgUZq2FVCY,2014,2018,delta,C3805
Concierto De Aranjuez,Concierto (CTI Records 40th Anniversary Edition),Jim Hall,1975,1160400,38,0.928,0.516,0.165,0.878,0.109,-22.397,0.0354,130.431,0.228,4,2,0,spotify:track:0QVvZNHwBOPAGXgUfkfL5P,1975,2018,delta,C3812
Lonely Carousel,Mundo - The Best of Rodrigo Leão,Rodrigo Leão,2000,213906,25,0.402,0.558,0.393,1.99e-06,0.126,-10.464,0.0462,102.122,0.342,4,7,0,spotify:track:6xOdWav8E9xzEcVp70KDuM,2000,2018,delta,C3828
Je Pars,Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,2012-01-01,237920,0,0.148,0.54,0.834,2.35e-05,0.168,-5.455,0.327,93.961,0.83,4,2,1,spotify:track:1jAvFon1gzbn9mQVj9MLDB,2012,2018,delta,C3854
"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Rust Never Sleeps,Neil Young,1979-06-27,227705,2,0.856,0.502,0.4,0.000375,0.333,-13.697,0.0294,127.182,0.435,4,7,0,spotify:track:6VltRkmJbCTqgKrTHk4Ulw,1979,2018,delta,C3864
Kid,Cure,Eddy de Pretto,2018-03-02,184840,61,0.0494,0.714,0.549,0.0,0.226,-8.279,0.172,143.906,0.414,4,9,1,spotify:track:1EIhcoMZ3See5L28kNvuFe,2018,2018,delta,C3878
