name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user
Night After Night,A Creature I Don't Know (Deluxe),Laura Marling,2012-03-26,308426,0,0.948,0.519,0.0347,0.00318,0.105,-21.723,0.0352,136.325,0.135,3,2,0,spotify:track:3MxAaGX9WPrAcbmF1uKc7V,2012,2017,delta
A Church In Ruins - From The HBO Series True Detective,A Church In Ruins (From The HBO Series True Detective),Lera Lynn,2015-06-30,172000,0,0.979,0.358,0.0311,8.78e-06,0.121,-16.664,0.0568,78.21,0.158,4,4,0,spotify:track:1GnRqnQjWYyD8Y27SzXA4a,2015,2017,delta
Irruption,Rythmes et botanique,Gaël Faye,2017-04-14,259658,0,0.0623,0.453,0.685,4.96e-05,0.105,-8.403,0.185,83.872,0.27,4,6,0,spotify:track:1YkTwF8v8tTj44vK52q7LB,2017,2017,delta
Paint It Black,Singles 1965-1967,The Rolling Stones,2004-07-12,224133,0,0.0139,0.504,0.845,0.0419,0.359,-7.799,0.0938,159.508,0.736,4,5,0,spotify:track:78Az0Z1vNJgqv9QSB0ULLV,2004,2017,delta
House of the Rising Sun,Most of the Animals,The Animals,1992-02-24,269906,65,0.000334,0.316,0.484,0.00445,0.0912,-9.11,0.0308,117.363,0.299,3,9,0,spotify:track:3XC7Jd6SfrQYKZJ6inyRHK,1992,2017,delta
Manitoumani,Lamomali,-M-,2017-04-07,208400,55,0.575,0.568,0.478,0.162,0.142,-12.584,0.0639,115.073,0.147,4,1,0,spotify:track:40sgwuGnpN1XQ3AbE9exPD,2017,2017,delta
The Only Thing Worth Fighting For - From The HBO Series True Detective,The Only Thing Worth Fighting For (From The HBO Series True Detective),Lera Lynn,2015-06-16,196613,0,0.98,0.556,0.18,0.00115,0.11,-12.621,0.0357,113.441,0.11,4,9,0,spotify:track:0x4RvmRUo65KBxkMYavsyK,2015,2017,delta
Les feux de Paris,"Ferrat chante Aragon, l'intégrale",Jean Ferrat,2002-10-10,259733,15,0.763,0.513,0.39,0.00584,0.104,-10.514,0.0325,111.588,0.243,4,5,1,spotify:track:2hn7Gc9wxsI7Pt79sJdVjX,2002,2017,delta
Sympathy,Sympathy,Rare Bird,1970-01-01,167573,47,0.822,0.595,0.0916,0.0,0.637,-15.629,0.0411,134.588,0.404,4,9,0,spotify:track:1Yz4f8rXtp24nC5ODB2hbf,1970,2017,delta
"Field Commander Cohen - Live at Denver Soundcheck, 2012",Can't Forget: A Souvenir of the Grand Tour,Leonard Cohen,2015-05-08,264000,22,0.655,0.381,0.146,0.023,0.172,-13.82,0.0483,91.068,0.359,3,6,1,spotify:track:02hlLbRXQHD1xUyR1jFVhn,2015,2017,delta
God Is Alive Magic Is Afoot,Illuminations,Buffy Sainte-Marie,1969,291533,43,0.851,0.35,0.247,0.0,0.0992,-17.036,0.206,76.806,0.373,3,0,1,spotify:track:4K3glAui6GSMQfYWxC0qy9,1969,2017,delta
To The Bone,Serpentine,Okou,2009-01-01,167320,40,0.762,0.582,0.558,0.0789,0.341,-8.686,0.0491,170.023,0.526,4,6,0,spotify:track:1JH4pcmzo0BcC8enZkGysp,2009,2017,delta
Vivant,33 ans,Ben Mazué,2014-09-22,190093,44,0.316,0.76,0.478,5.11e-05,0.142,-8.569,0.0669,92.015,0.337,4,0,1,spotify:track:01usRSTDQuDrNaSijW3lPa,2014,2017,delta
Collector,Ghost Surfer,Cascadeur,2013-01-01,215146,20,0.013,0.524,0.49,0.205,0.103,-9.609,0.0252,140.105,0.466,4,10,0,spotify:track:14dywhTXcNTuT4X8fwgBIR,2013,2017,delta
La lettre de Violette,Violette et François (Original Cinema Soundtrack),Philippe Sarde,1977,136128,5,0.958,0.336,0.0574,0.789,0.146,-22.836,0.044,50.943,0.211,4,9,0,spotify:track:1VfLa9hzvgVawMPQk8PVm8,1977,2017,delta
All The Pretty Little Horses (Vocals - Nick Cave),Calling For Vanished Faces,Current 93,1999,188000,32,0.502,0.299,0.203,0.00191,0.101,-19.983,0.0463,203.957,0.0683,4,6,0,spotify:track:514dWOVKq8iHoW4FxVlICo,1999,2017,delta
Comin' Back to Me,Surrealistic Pillow,Jefferson Airplane,1967,315040,47,0.885,0.363,0.113,0.118,0.112,-23.87,0.0396,166.721,0.0398,3,7,1,spotify:track:0TBntp6t4oS6UXjxikO5n7,1967,2017,delta
Hey You - 2011 Remastered Version,The Wall [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1979-11-30,278440,0,0.221,0.588,0.301,0.00236,0.128,-14.979,0.0294,112.458,0.19,4,0,1,spotify:track:4WKpan8kLoNuaFgvc8ONc6,1979,2017,delta
Tôt le matin,Rythmes et botanique,Gaël Faye,2017-04-14,224082,0,0.477,0.471,0.545,2.39e-06,0.0817,-7.084,0.277,149.808,0.393,4,10,0,spotify:track:4nvLzrVmgYprPttHDsuXL6,2017,2017,delta
Road Movie,Songs for the Old Man,Yom,2015,350013,39,0.723,0.6,0.242,0.906,0.115,-11.411,0.029,130.757,0.0497,4,7,0,spotify:track:1Hx0If40w3tkkr6wRioqh9,2015,2017,delta
Eldorado 54,Songs for the Old Man,Yom,2015,336960,37,0.879,0.43,0.416,0.965,0.0827,-9.136,0.0315,132.921,0.0368,4,11,0,spotify:track:5ZcopTYZgJqMfqfx26IcGg,2015,2017,delta
Phantom's Theme (Beauty And The Beast),Phantom Of The Paradise,Various Artists,1974-01-01,281186,0,0.79,0.573,0.311,3.03e-06,0.132,-9.065,0.0341,133.227,0.123,4,9,0,spotify:track:2EMeVluqX6DQxoaidhTUmT,1974,2017,delta
Pennyroyal Tea,MTV Unplugged In New York,Nirvana,1994-11-01,220543,0,0.322,0.505,0.457,1.02e-06,0.11,-8.036,0.0327,113.185,0.0393,4,1,0,spotify:track:2f3pT7xCMaNUL3jWNZDSto,1994,2017,delta
Wish You Were Here - 2011 Remastered Version,Wish You Were Here (2011 Remastered Version),Pink Floyd,1975-09-12,334743,0,0.735,0.481,0.262,0.0114,0.832,-15.73,0.0414,122.883,0.375,4,7,1,spotify:track:5MVrZa7cDtnAoMvCgRAMqb,1975,2017,delta
Somebody Super Like You (Beef Constuction Song),Phantom Of The Paradise,Various Artists,1974-01-01,272960,0,0.25,0.409,0.918,0.000548,0.174,-4.463,0.0942,146.599,0.241,4,5,1,spotify:track:2IDjfT6hbAMr9Kgh5vj54W,1974,2017,delta
Decency,Thin Walls,Balthazar,2015-03-30,239796,0,0.152,0.632,0.394,1.89e-05,0.0938,-7.876,0.029,80.01,0.266,4,4,0,spotify:track:5JluTzkpD4gHQ1wTRL5FcF,2015,2017,delta
Tout va bien,La fête est finie,Orelsan,2017-10-20,149053,58,0.0071,0.631,0.707,6.47e-06,0.339,-4.601,0.147,93.007,0.321,4,10,0,spotify:track:7gmYDrNYV5AaTEnZo0yhtM,2017,2017,delta
Blown Away,Long Slow Distance,Sivert Høyem,2011-09-16,206986,0,0.963,0.369,0.0554,0.109,0.109,-18.457,0.0433,94.331,0.0629,4,0,0,spotify:track:3j5uOb3Wa91yQp4eyfva4a,2011,2017,delta
The Four Horsemen,6 6 6,Aphrodite's Child,1971-01-01,353426,0,0.0612,0.277,0.652,0.000653,0.14,-11.52,0.0495,92.73,0.184,4,4,0,spotify:track:7jl7JwROOrvf0yOLF4AKfI,1971,2017,delta
Sódade,Cesaria Evora &...,Cesária Evora,2010-11-29,294000,23,0.765,0.686,0.593,0.0,0.18,-8.882,0.0325,80.615,0.782,4,0,0,spotify:track:4qcGDkZ85loiEMzYiy2fVr,2010,2017,delta
You Want It Darker,You Want It Darker,Leonard Cohen,2016-10-21,284373,63,0.613,0.674,0.327,0.199,0.0756,-16.986,0.0574,108.995,0.494,4,4,0,spotify:track:5zb7npjQqoJ7Kcpq4yD9qn,2016,2017,delta
"Loud, Loud, Loud",6 6 6,Aphrodite's Child,1971-01-01,162666,0,0.914,0.414,0.144,0.021,0.489,-18.149,0.0377,114.189,0.12,4,1,1,spotify:track:3dNcm0SSQhdI9KcOgWmDzl,1971,2017,delta
Dumb,MTV Unplugged In New York,Nirvana,1994-11-01,172973,0,0.58,0.691,0.539,0.000545,0.868,-9.116,0.0363,109.432,0.681,4,6,1,spotify:track:6OaCwySGYg30ncfsjKNbtM,1994,2017,delta
A-France,Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,2013,260533,0,0.501,0.5,0.549,0.0,0.205,-11.374,0.185,94.238,0.671,4,7,0,spotify:track:6fuiSo62EQgOVBB5I2YxVz,2013,2017,delta
Solstice,Rythmes et botanique,Gaël Faye,2017-04-14,212387,0,0.221,0.51,0.492,6.64e-05,0.0838,-8.729,0.0983,89.119,0.238,4,2,0,spotify:track:1ldfMeb4ViykLSQF9EQyxw,2017,2017,delta
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",The Wall [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1979-11-30,238746,0,0.0781,0.694,0.394,0.000677,0.247,-15.881,0.0428,104.126,0.719,4,0,1,spotify:track:21jBRxUvrWXTwBfGnQwyVy,1979,2017,delta
Comfortably Numb,For All I Care (Exclusive Online Version),The Bad Plus,2008-01-01,403880,27,0.688,0.544,0.331,0.17,0.103,-13.218,0.0425,91.56,0.114,4,2,1,spotify:track:7s0v1gjiUFCbpGi9t9LVBN,2008,2017,delta
Old Souls,Phantom Of The Paradise,Various Artists,1974-01-01,163000,0,0.471,0.402,0.363,0.000575,0.0969,-7.297,0.0312,125.124,0.0817,4,8,1,spotify:track:3P51uW8kiOp4P6iYLpkSfu,1974,2017,delta
Sultans Of Swing,Dire Straits (Remastered),Dire Straits,1978-10-07,348624,0,0.0771,0.731,0.797,0.0248,0.334,-9.992,0.0309,148.192,0.933,4,5,1,spotify:track:3LTMnFa0hhwisyq6ILahyj,1978,2017,delta
Cet Air,Lamomali,-M-,2017-04-07,225440,41,0.5,0.496,0.735,0.00255,0.153,-7.967,0.164,166.031,0.386,4,11,1,spotify:track:4DaVUmoAiHNu2GDhBeelNN,2017,2017,delta
Basique,La fête est finie,Orelsan,2017-10-20,163986,60,0.331,0.827,0.625,6.23e-06,0.109,-5.996,0.269,132.068,0.587,4,11,0,spotify:track:2ICdvchXmDh5mdLyyL2opB,2017,2017,delta
La Malinche,Ici le Jour (a tout enseveli),Feu! Chatterton,2015-10-16,236533,47,0.075,0.448,0.721,0.0,0.134,-5.061,0.0524,125.928,0.242,4,9,0,spotify:track:0z0PipjF04FsCA6BXT3EP3,2015,2017,delta
The Crossing,Ghost Surfer,Cascadeur,2013-01-01,260760,23,0.713,0.163,0.539,0.826,0.0912,-8.697,0.0373,189.557,0.282,3,10,0,spotify:track:6opsOAmX4Sja5zpEsfLjsW,2013,2017,delta
Les insatisfaits,Les insatisfaits,Hollydays,2015-08-24,138556,0,0.668,0.47,0.267,0.000337,0.119,-12.901,0.103,96.942,0.151,4,9,0,spotify:track:3VO6qwgb0UMN1IQxQ6ErMi,2015,2017,delta
I Want To Live,Best Of,Aphrodite's Child,1990-01-01,230106,0,0.329,0.264,0.329,1.79e-05,0.233,-11.31,0.0297,78.255,0.192,4,11,1,spotify:track:15Q8x6mM0q9qNxKrAOgPhW,1990,2017,delta
The Man Who Sold The World,MTV Unplugged In New York,Nirvana,1994-11-01,260946,0,0.432,0.468,0.773,0.000132,0.275,-8.93,0.0942,114.773,0.4,4,1,0,spotify:track:48psxWnIVYCPUZJKiuDiEf,1994,2017,delta
A l'aube,Feu! Chatterton - EP,Feu! Chatterton,2014-09-08,284120,42,0.0214,0.571,0.591,0.000108,0.0733,-6.799,0.0334,125.932,0.426,4,5,1,spotify:track:77Whq0zG4OqyKgUZq2FVCY,2014,2017,delta
Journey of Life,Songs for the Old Man,Yom,2015,351306,36,0.902,0.562,0.234,0.933,0.13,-11.631,0.0328,122.072,0.0351,4,11,0,spotify:track:5f5Xz3QBBQdybXDW0v1Gbi,2015,2017,delta
Let Me Go Let Me Go Let Me Go,"Let Me Go, Let Me Go, Let Me Go",Jason Molina,2006-08-22,399933,0,0.728,0.674,0.144,0.295,0.0834,-13.911,0.0417,116.347,0.0621,4,0,1,spotify:track:39KOhhh83o7jp7We40NSsg,2006,2017,delta
Waiting Around To Die,Chinatown,The Be Good Tanyas,2003-03-11,313880,0,0.496,0.636,0.275,0.143,0.109,-20.085,0.0394,96.742,0.322,4,5,0,spotify:track:3ulipeC36lUvRzPETyFlm9,2003,2017,delta
Without Her,Without Her - Without You - The Very Best Of Nilsson Vol.1,Harry Nilsson,1990-08-29,137866,0,0.929,0.399,0.0871,0.872,0.247,-22.49,0.0607,80.585,0.27,4,2,1,spotify:track:2uiDN3Tydp7iqCqRKTDix1,1990,2017,delta
On the Level,You Want It Darker,Leonard Cohen,2016-10-21,207680,50,0.855,0.439,0.267,0.00177,0.117,-16.488,0.0868,73.574,0.491,4,3,1,spotify:track:6TS236PVi4r5hHAcPikfrk,2016,2017,delta
It Seemed the Better Way,You Want It Darker,Leonard Cohen,2016-10-21,261986,44,0.671,0.351,0.18,0.615,0.108,-20.019,0.0525,93.082,0.368,1,8,0,spotify:track:1wDVl8APH2RbkEVTGtoq8C,2016,2017,delta
25 ans,33 ans,Ben Mazué,2014-09-22,221466,51,0.0622,0.742,0.603,0.0,0.101,-8.571,0.0805,92.03,0.627,4,7,1,spotify:track:0aDU64XfEFCGSb96TVciFt,2014,2017,delta
L'Ennui Des Après-Midi Sans Fin,Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,2013,259720,0,0.902,0.499,0.238,0.00114,0.0907,-19.954,0.0655,122.055,0.342,4,11,0,spotify:track:1OGo8LYoBytwMKUCy5tgEn,2013,2017,delta
"This Is Not a Song, It's An Outburst: Or, the Establishment Blues",Searching For Sugar Man,Rodríguez,2012,126466,0,0.689,0.605,0.689,0.0,0.114,-6.419,0.206,119.498,0.799,4,4,1,spotify:track:0mZp2yHD66nIfwhrYn0mob,2012,2017,delta
"Spring, Summer, Winter And Fall",Best Of,Aphrodite's Child,1990-01-01,294466,0,0.26,0.177,0.497,0.0253,0.11,-10.892,0.0386,66.821,0.371,4,9,1,spotify:track:1HEbcYGgb7IoQRSwXH9rnD,1990,2017,delta
Dance Me to the End of Love - Live in Dublin,Live In Dublin,Leonard Cohen,2014-11-28,356642,36,0.746,0.508,0.371,0.00815,0.395,-15.107,0.0406,135.115,0.511,3,2,0,spotify:track:32huuYVvTKCxfKOoKNOn10,2014,2017,delta
I Think of You,Coming From Reality,Rodríguez,1971-10-01,205666,0,0.0683,0.414,0.706,2.35e-05,0.0726,-5.863,0.0413,86.675,0.491,4,9,1,spotify:track:5Y27DvOTSUWqZNKNGUzM3o,1971,2017,delta
La pluie (feat. Stromae),La fête est finie,Orelsan,2017-10-20,175346,64,0.0756,0.694,0.759,0.0,0.255,-5.231,0.124,86.037,0.777,4,2,0,spotify:track:4cYFep5SECqb4EsSkF82e0,2017,2017,delta
My Least Favorite Life - From The HBO Series True Detective,My Least Favorite Life (From The HBO Series True Detective),Lera Lynn,2015-06-23,209720,0,0.92,0.445,0.0575,1.05e-06,0.0988,-14.186,0.0446,118.326,0.066,3,2,0,spotify:track:5U0sGmzKRxwvpdFLbbeWxp,2015,2017,delta
Une Âme,Lamomali,-M-,2017-04-07,208386,39,0.323,0.561,0.486,0.00511,0.101,-10.768,0.0366,93.863,0.183,4,1,0,spotify:track:5xK7WsAZSlAZ18iqNUccQq,2017,2017,delta
Ring of Fire,Ring of Fire,Lera Lynn,2014-09-30,293041,0,0.0312,0.336,0.205,0.00133,0.296,-15.742,0.0334,132.49,0.151,4,7,1,spotify:track:4OrdeC0cQS6NsguP0oXiu2,2014,2017,delta
"I Can't Forget - Live at Copenhagen Show, 2012",Can't Forget: A Souvenir of the Grand Tour,Leonard Cohen,2015-05-08,257920,23,0.0292,0.654,0.518,0.0267,0.991,-12.144,0.0316,115.03,0.509,4,6,1,spotify:track:1iiQGNfXljtGZWY8yz9epr,2015,2017,delta
The Odyssey,Ghost Surfer,Cascadeur,2013-01-01,302333,7,0.726,0.491,0.327,0.0336,0.101,-12.013,0.0282,132.019,0.191,4,9,0,spotify:track:6DJRVu9nkTvXYb3dWQbyWr,2013,2017,delta
The Logical Song - Remastered 2010,Breakfast In America (Deluxe Edition),Supertramp,1979-03-29,251253,0,0.512,0.625,0.758,0.00022,0.153,-6.213,0.0463,119.719,0.695,4,5,0,spotify:track:3T6R0ppqCnUW6iJhtUYhO3,1979,2017,delta
J'arrive,J'arrive,Ben Mazué,2017-05-19,194080,0,0.532,0.722,0.379,0.0,0.0651,-9.6,0.0608,136.02,0.375,4,11,0,spotify:track:00cnDPBbEEKZ8lXGtIFSck,2017,2017,delta
Little Lion Man,Sigh No More,Mumford & Sons,2009-01-01,245173,0,0.0275,0.517,0.492,3.2e-05,0.0873,-8.051,0.0272,138.579,0.455,4,5,1,spotify:track:6b5rA9rthDbZDOQp9UbOgl,2009,2017,delta
Suzanne,Songs Of Leonard Cohen,Leonard Cohen,1967-12-27,229293,66,0.922,0.409,0.172,0.00112,0.111,-16.44,0.0389,132.151,0.352,4,6,0,spotify:track:2L93TdW2GMue1H2zlkt30F,1967,2017,delta
"The Partisan - Live in Dublin, 2013",Live In Dublin,Leonard Cohen,2014-11-28,326116,28,0.536,0.424,0.309,0.228,0.706,-17.639,0.0302,94.087,0.456,4,5,0,spotify:track:09G6rLrQrPaO7Ak6tabook,2014,2017,delta
J'arrive où je suis étranger,Hommage à Jean Ferrat : Des airs de liberté,Various Artists,2015-03-02,183760,16,0.223,0.635,0.46,0.000867,0.09,-9.069,0.0424,104.896,0.278,4,0,0,spotify:track:0aat0WjjL0rdSAFGqyWqk9,2015,2017,delta
Bang Bang (My Baby Shot Me Down),How Does That Grab You?,Nancy Sinatra,1966-01-01,162446,68,0.982,0.433,0.174,0.101,0.111,-18.791,0.0537,95.802,0.366,4,5,0,spotify:track:4JLcAU2xY90qTkTSNM1lUa,1966,2017,delta
Hated Because of Great Qualities,Melody of Certain Damaged Lemons,Blonde Redhead,2000-06-06,282733,0,0.493,0.805,0.285,5.18e-05,0.12,-9.782,0.0421,120.746,0.288,4,6,1,spotify:track:6wOno8WLnLexBztwP4GL7Y,2000,2017,delta
It Only Takes One Shot - From The HBO Series True Detective,True Detective (Music From The HBO Series),Various Artists,2015-08-14,173280,32,0.977,0.381,0.0871,0.00113,0.103,-13.269,0.0649,74.704,0.174,4,6,0,spotify:track:0cxfMIjKxfat9wapUvjFur,2015,2017,delta
Sherry Fm,Radio Cortex,R.Wan,2007-11-05,83893,0,0.935,0.479,0.476,2.14e-06,0.269,-8.047,0.113,169.77,0.446,4,10,1,spotify:track:7HGVq8IKXAeRTUEUQjcsOe,2007,2017,delta
Rain And Tears,Best Of,Aphrodite's Child,1990-01-01,191493,0,0.159,0.306,0.426,0.0,0.0867,-10.943,0.0297,73.22,0.326,4,2,0,spotify:track:3gE5067onHssnwibln70ef,1990,2017,delta
L'amour l'amour l'amour,"L'amour, l'amour, l'amour - Le meilleur de Mouloudji",Mouloudji,1988-04-07,181240,44,0.798,0.345,0.237,0.0878,0.276,-12.857,0.0336,76.223,0.383,4,2,0,spotify:track:7jVHD6NiChZGX887WrNBrH,1988,2017,delta
Stationary Traveller,Stationary Traveller,Camel,1984-01-01,332693,0,0.729,0.352,0.203,0.242,0.0787,-15.95,0.0319,151.807,0.2,4,3,0,spotify:track:0CKry4UXyarsmk9maqEV30,1984,2017,delta
Pili Pili Sur Un Croissant Au Beurre,Pili Pili Sur Un Croissant Au Beurre,Gaël Faye,2013,341720,0,0.595,0.5,0.6,9.32e-05,0.0931,-9.439,0.115,100.104,0.506,4,6,0,spotify:track:6VVjg7I636pQSk5H2FKBot,2013,2017,delta
Nevermind,Popular Problems,Leonard Cohen,2014-09-16,279933,49,0.621,0.835,0.428,0.0,0.13,-13.97,0.37,108.023,0.61,4,11,0,spotify:track:454DinyN4ouKpOrtEIIYQU,2014,2017,delta
Save the Rhino,ON SONG,Peter Sarstedt,2006-01-01,139546,1,0.979,0.516,0.301,0.00255,0.139,-16.041,0.0553,93.957,0.505,4,9,0,spotify:track:5qddtAVrvPGIG7df6nZoYB,2006,2017,delta
Presque rien,Céleste,Hippocampe Fou,2015-09-25,223954,0,0.175,0.822,0.63,0.00259,0.085,-8.534,0.0688,130.009,0.429,4,1,0,spotify:track:4obtVJvGI3pq50zcZEDD4g,2015,2017,delta
"Light as the Breeze - Live at Dublin Show, 2012",Can't Forget: A Souvenir of the Grand Tour,Leonard Cohen,2015-05-08,393466,22,0.145,0.352,0.295,0.238,0.966,-13.812,0.0305,102.834,0.353,3,7,1,spotify:track:67FjKlir9ohRyyvDH7xx2s,2015,2017,delta
A Most Disgusting Song,Coming From Reality,Rodríguez,1971-10-01,289213,0,0.47,0.569,0.564,2.27e-06,0.12,-7.636,0.0896,96.918,0.569,4,4,1,spotify:track:1mMeUveXtaLI6nybFuKD4k,1971,2017,delta
Comfortably Numb - 2011 Remastered Version,The Wall [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1979-11-30,382296,0,0.15,0.472,0.366,0.308,0.0837,-12.595,0.0286,127.167,0.171,4,11,0,spotify:track:29zkoUsOE50f0I3n44LjjU,1979,2017,delta
Autopsy,Unhalfbricking,Fairport Convention,1969-07,260226,0,0.447,0.592,0.289,0.122,0.176,-13.58,0.0293,67.586,0.325,4,7,0,spotify:track:2NPG6eWu0rkSZCgZGSriAe,1969,2017,delta
"Fuck the Government, I Love You",Public Library,The Burning Hell,2016-04-01,256894,0,0.938,0.49,0.246,7.44e-05,0.099,-11.815,0.0577,173.71,0.274,3,9,0,spotify:track:16QpGUa8b3W5rlvIYPofVS,2016,2017,delta
The Stranger Song,Songs Of Leonard Cohen,Leonard Cohen,1967-12-27,307373,46,0.856,0.458,0.286,0.00127,0.117,-17.604,0.0813,93.958,0.51,4,4,0,spotify:track:5BeT7nwfURe9hldXRhBMKM,1967,2017,delta
Babylon,6 6 6,Aphrodite's Child,1971-01-01,167533,0,0.00655,0.26,0.878,0.146,0.469,-10.436,0.104,138.493,0.396,4,8,1,spotify:track:2Zk1YHAVkX85hREoZ39s0t,1971,2017,delta
One In A Million,One In A Million,Katerine Duska,2014-01-01,196000,0,0.336,0.655,0.488,0.0,0.139,-9.601,0.0749,147.993,0.441,4,5,0,spotify:track:40mfLJjEzE5hqb0GQn0Evl,2014,2017,delta
